source_id,ra,dec,l,b,parallax,pmra,pmdec,parallax_error,pmra_error,pmdec_error,ruwe,bp_g,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,pm,Simbad,main_id,main_type,sp_type,radvel,vtan,plx,gal_cord,gal_Y,gal_X,plx_err,pmra,pm,pmdec,B,V,gal_Z
201657068262521600,74.72272219440481,41.437392901657574,164.3188199010443,-0.7373411549172584,0.8088869810321351,-0.435462730472317,-3.1794340432299455,0.02199349,0.025931401,0.022123689,0.81698763,0.0037288666,0.0659647,,,3.2091165,Simbad,HD  31564,Star,B9,5.955,18.841589777056424,0.8089,"(-0.2188177025477592, -0.7485630970930964, 0.9592069737455216)",(-0.7485630970930964),(-0.2188177025477592),0.022,-0.435,3.2086235674746746,-3.179,9.08,9.14,0.9592069737455216
49415527182759296,64.85887727127862,21.142114709520815,174.51671555459143,-20.278941486760925,11.929966847767933,28.816245346467376,-42.87588039037422,0.08434145,0.10526124,0.07203225,0.93686914,-0.03976822,-0.09154129,,,51.659626,Simbad,*  53 Tau,RotV*alf2CVn,B9Vsp,6.1,20.56857011168163,11.93,"(0.011789029128176913, -0.0637158697987441, 0.053174090295513496)",(-0.0637158697987441),(0.011789029128176913),0.0843,28.816,51.6595889914508,-42.876,5.413,5.482,0.053174090295513496
3455980790899251328,87.12354041544967,36.21148850990665,174.08046484186485,4.2802000202718045,0.49312528718822884,-0.857342944438457,-1.789987589511998,0.020140903,0.020544525,0.012740854,1.0134879,0.14069462,0.4294262,,,1.9847147,Simbad,BD+36  1261,Star,B2III,6.6,19.117307849351672,0.4931,"(-0.14501660638921499, -0.9736396198282986, 1.7730551201738347)",(-0.9736396198282986),(-0.14501660638921499),0.0201,-0.857,1.9845777393011008,-1.79,9.31,9.12,1.7730551201738347
280298812805235456,79.86613005659909,58.117283134976944,152.70834665041951,11.745621113650914,3.198726776967314,5.853757426953107,-18.51740155312904,0.06826329,0.044543434,0.04490556,1.2474387,-0.027529716,-0.03434944,,,19.420624,Simbad,*  15 Cam,EB*,B5V,6.7,28.838745719996034,3.1987,"(-0.13844673400565924, -0.14929327412960966, 0.237233370781879)",(-0.14929327412960966),(-0.13844673400565924),0.0683,5.854,19.42031463713883,-18.517,6.088,6.125,0.237233370781879
149308357591150336,65.99903571754005,24.300941891642942,172.7629887254616,-17.392834365841892,4.713187387311956,4.976138585318958,-8.515955146567578,0.028076153,0.043192115,0.028064873,0.9838083,0.08526325,0.28902912,,,9.863237,Simbad,*  62 Tau,Star,B3V,7.2,9.94021615556884,4.7132,"(0.019430199027480024, -0.15796595298386767, 0.14030453061849255)",(-0.15796595298386767),(0.019430199027480024),0.0281,4.976,9.863205832013644,-8.516,6.499,6.337,0.14030453061849255
156980406131102720,74.63962106942448,30.69763041222864,172.75542750571,-7.4166018425414855,0.5993562591911067,1.411608540017556,-3.143032714134905,0.018029371,0.023509782,0.016027853,1.0852053,0.25414848,0.7071409,,,3.4454744,Simbad,HD 282727,PulsV*,B1.5V,7.2,27.305010347325933,0.5994,"(0.012034706529044578, -1.0645857721478553, 1.284466519309674)",(-1.0645857721478553),(0.012034706529044578),0.018,1.412,3.4456047920230928,-3.143,9.6,9.22,1.284466519309674
476270508303159296,61.96412926055141,62.33010337409664,143.6753991378126,7.658251900892483,0.8539099128128012,-0.8029722333208984,-0.8648852178409266,0.03167434,0.033988785,0.03132821,1.0285999,0.24173021,0.65812635,100.631134,10.338583,1.1801656,Simbad,HD  25639,SB*,B0III,7.3,6.56549452594965,0.8539,"(-0.6247031159544801, -0.6512977003555819, 0.7463418508705247)",(-0.6512977003555819),(-0.6247031159544801),0.0317,-0.803,1.1802686055823235,-0.865,7.24,6.86,0.7463418508705247
201197403683901568,78.01086563638827,41.89789769639067,165.43711784834662,1.497429151772736,0.9207273377177795,-0.07609016270766278,-4.139446705514839,0.019757943,0.025645845,0.0153884925,0.81165665,0.04417801,0.18111801,,,4.140146,Simbad,HD  33412,PulsV*,B8,8.02,21.357188460097962,0.9207,"(-0.1945186762217382, -0.6194874843809995, 0.8706758450293175)",(-0.6194874843809995),(-0.1945186762217382),0.0198,-0.076,4.139697622415108,-4.139,8.67,8.63,0.8706758450293175
145259990135756928,65.88492755800075,20.98189032686249,175.31707104677875,-19.665223777734738,5.8121366222327,14.292567648938807,-34.80675724840933,0.048548628,0.05688676,0.041708156,0.9916973,0.008981705,0.067807674,,,37.626957,Simbad,HD  27742,**,B8IV-V,9.0,30.751345254360032,5.8121,"(0.025322128190402842, -0.1289229280278213, 0.11108799338949255)",(-0.1289229280278213),(0.025322128190402842),0.0485,14.293,37.627345623520604,-34.807,6.01,5.986,0.11108799338949255
3441207615229815040,84.72739245821431,26.31577524440175,181.44504956690048,-2.643537066457817,0.5245380785708109,-0.5898287895613142,-2.879557993302878,0.023250582,0.030902112,0.01621094,1.2853296,0.38554764,0.9770994,,,2.9393456,Simbad,HD 245770,HMXB,O9/B0III/Ve,9.0,26.62366248727315,0.5245,"(0.18897667564102505, -0.9850774564613503, 1.621403333885947)",(-0.9850774564613503),(0.18897667564102505),0.0233,-0.59,2.9398129062418334,-2.88,9.84,9.39,1.621403333885947
945182530731075840,99.70487361444603,39.9025097898947,175.31866441625908,14.769692112844426,3.6616859709164786,-7.718293295469772,-11.191005679488889,0.11133783,0.11482876,0.101781145,1.2687396,-0.032514572,-0.053128242,,,13.594508,Simbad,* psi03 Aur,Star,B8III,9.0,17.634732717887683,3.6617,"(-0.038067009733777545, -0.08762669742531506, 0.2558408457789058)",(-0.08762669742531506),(-0.038067009733777545),0.1113,-7.718,13.594337047309788,-11.191,5.254,5.331,0.2558408457789058
3375941159058056448,95.31031508909905,21.132431463982687,190.76427291493954,3.17195488152208,2.6121159476321614,-3.4643242799045786,-0.4473717127166665,0.049528446,0.045240436,0.035910398,0.9125031,-0.048527718,-0.10312748,,,3.4930909,Simbad,HD  44171,Star,B8III,10.054,6.351375928953902,2.6121,"(0.07271401933313118, -0.13796782891835982, 0.34962727152232026)",(-0.13796782891835982),(0.07271401933313118),0.0495,-3.464,3.4927217557023273,-0.447,7.19,7.31,0.34962727152232026
188555356425677184,77.4262004342919,39.58630317595139,167.03750933387448,-0.22850941132883745,0.9153046883772283,0.26519786388455424,-2.7315297600475232,0.02391406,0.02674021,0.018507237,0.8589884,-0.005147934,0.11841774,,,2.7443733,Simbad,V* TT Aur,EB*,B2Vn,10.2,14.244407084660896,0.9153,"(-0.153518468760559, -0.6383412590084854, 0.873265020707011)",(-0.6383412590084854),(-0.153518468760559),0.0239,0.265,2.7448223095413318,-2.732,8.668,8.602,0.873265020707011
3402226702504514560,81.29323065439488,20.583705239749666,184.5796460032148,-8.39180807102889,1.105401608559473,-0.5154318713677868,-3.997531402078468,0.029628256,0.0300918,0.022209723,0.9435005,0.12694168,0.39928865,,,4.030624,Simbad,HD  35395,V*,B0.5III:,11.5,17.321700394112653,1.1054,"(0.17524795285407038, -0.5076326827361684, 0.7280032143419055)",(-0.5076326827361684),(0.17524795285407038),0.0296,-0.515,4.031033059130588,-3.998,6.981,6.757,0.7280032143419055
3430927082727147136,87.9808776643185,27.032757200206834,182.34832631871507,0.21128468639628065,0.6596928577896279,-0.3839288901058231,-2.3183192262856487,0.014771325,0.016385287,0.010420838,0.85679007,0.22691822,0.6328583,,,2.3498948,Simbad,BD+26   980,Star,O9.5V(n),12.6,16.91763010639189,0.6597,"(0.13465720800885753, -0.7165529269102449, 1.3289815095994961)",(-0.7165529269102449),(0.13465720800885753),0.0148,-0.384,2.349591617406141,-2.318,10.56,10.17,1.3289815095994961
3420435538477382400,75.32881440621418,26.534270857948716,176.47401366508612,-9.458847148024534,1.962703612437712,0.6469822736530008,-5.362321984755248,0.024814509,0.028800465,0.018189697,0.9308038,0.2380662,0.7795639,,,5.4012113,Simbad,HD  32018,Star,B2IV,13.2,13.070894702224383,1.9627,"(0.04104189731428122, -0.32415188497801073, 0.39093943599896175)",(-0.32415188497801073),(0.04104189731428122),0.0248,0.647,5.400893716677155,-5.362,7.93,7.51,0.39093943599896175
3446588045317192192,81.118161282336,30.191918929908642,176.45596413776914,-3.18915082605002,0.6478692482935842,1.1343681664368082,-1.758104759022101,0.02618016,0.03079059,0.023319306,1.2653209,0.030089378,0.13921452,,,2.092301,Simbad,HD  35215,Star,B1V,14.01,15.337342149489828,0.6479,"(0.04274463088643503, -0.8665103253357034, 1.2765440692939563)",(-0.8665103253357034),(0.04274463088643503),0.0262,1.134,2.092013421768692,-1.758,9.49,9.42,1.2765440692939563
3451167305090157568,87.97822835104225,32.239743213930474,177.86437191655313,2.861740475583449,0.5979051679595697,-0.10388865982505513,-2.325856123924322,0.02723008,0.030021511,0.019788358,1.0091634,0.04025936,0.16785812,,,2.328175,Simbad,HD  39136,Star,B3III,14.7,18.49730534242643,0.5979,"(-0.0031694979305350313, -0.7901196923158376, 1.4741186214961994)",(-0.7901196923158376),(-0.0031694979305350313),0.0272,-0.104,2.328323867804097,-2.326,8.88,8.77,1.4741186214961994
3440971843000549248,84.93423126146664,25.896994192480566,181.89901463023105,-2.7086558410918555,5.255347027016612,12.40448057240784,-22.558257297900923,0.13780531,0.17028785,0.086066045,1.1920769,-0.09362459,-0.19648266,,,25.743856,Simbad,* 125 Tau,SB*,B3IV,14.8,23.26815788315746,5.2553,"(0.02027677154702054, -0.09777984375363453, 0.16197527259983627)",(-0.09777984375363453),(0.02027677154702054),0.1378,12.404,25.743400246470937,-22.558,5.015,5.166,0.16197527259983627
3424656980229857024,90.2238969397953,23.332860345709257,186.56684543450075,0.10540331598103027,0.46783457931758743,-0.10921107696137679,-2.216701697232051,0.025151294,0.021296348,0.015543396,1.1552848,0.2217226,0.61737823,,,2.2193904,Simbad,HD 250241,Star,B3III,15.0,22.53841437917898,0.4678,"(0.3281604876263611, -0.937625018078733, 1.8928245752195318)",(-0.937625018078733),(0.3281604876263611),0.0252,-0.109,2.2196779056960945,-2.217,10.35,10.03,1.8928245752195318
182619574184688256,82.18760751889299,34.247268193605315,173.59216937567038,-0.17728309215173343,0.48881986677870687,0.5015698525920043,-1.6629776249130215,0.02058702,0.020568445,0.015394942,1.0095094,0.118618965,0.36616135,,,1.7369707,Simbad,LS   V +34   38,Star,B9V,15.601,16.88073320018792,0.4888,"(-0.08479894280802006, -1.1108355332845088, 1.715884709217582)",(-1.1108355332845088),(-0.08479894280802006),0.0206,0.502,1.737116253965537,-1.663,10.92,10.67,1.715884709217582
3446200914143500160,81.78446429925891,30.208582048085596,176.76402066779838,-2.7020652368964186,1.1026219356017908,-0.7510468066060779,-4.653991713286567,0.042237673,0.041644957,0.031660706,0.74946594,0.11664295,0.37729168,,,4.714203,Simbad,HD  35600,Star,B9Ib,15.9,20.308785740951762,1.1026,"(0.025654768190363445, -0.5016050494266642, 0.755173841479514)",(-0.5016050494266642),(0.025654768190363445),0.0422,-0.751,4.714203520054179,-4.654,5.861,5.72,0.755173841479514
3425306173127304448,92.4332717548781,23.11345257086117,187.75179650317446,1.7687703149846437,0.38777980418769253,-0.06360926840982416,-2.6853341378331823,0.06160678,0.08647363,0.056242313,1.1319777,0.023209095,0.34471035,,,2.6860874,Simbad,*   3 Gem,BlueSG*,B3Ia,16.0,32.89678203914795,0.3878,"(0.4052835401950892, -1.0477915720079396, 2.321057460812352)",(-1.0477915720079396),(0.4052835401950892),0.0616,-0.064,2.6857625978698674,-2.685,5.96,5.75,2.321057460812352
3374836252947269888,90.97993942986818,20.138441150108694,189.69176536317852,-0.8604464682123898,0.7635539712812923,0.9616235615721691,-2.5000605611238336,0.12187944,0.113643005,0.0927311,0.9697203,0.15731907,0.46571493,,,2.6786232,Simbad,* chi02 Ori,BlueSG*,B2Ia,16.8,16.662957555766422,0.7636,"(0.27288710287523626, -0.5544032025891127, 1.1546365868617743)",(-0.5544032025891127),(0.27288710287523626),0.1219,0.962,2.67870194798323,-2.5,4.91,4.63,1.1546365868617743
3449524497278695936,84.09605513512209,34.1757275341581,174.51375966744888,1.1059160976219267,0.8220543732050488,-0.3175767684837668,-3.2616111045688196,0.025552897,0.029078716,0.02182873,0.86848724,-0.0030498505,0.04674244,,,3.2770355,Simbad,BD+34  1109,Star,B3,17.0,18.93681131050711,0.8221,"(-0.046484880259419985, -0.6323536079027948, 1.038070251251881)",(-0.6323536079027948),(-0.046484880259419985),0.0256,-0.318,3.277463635694648,-3.262,8.97,8.96,1.038070251251881
3379378232405754624,99.70775552765465,23.06757008856125,190.89878656783216,7.680135230169368,0.44469536021129763,1.4071913419579047,-2.428680898251551,0.03862589,0.041392297,0.031641874,1.1256416,-0.05317688,-0.111893654,,,2.8068984,Simbad,HD 261071,Star,B5,17.099,29.983409897879042,0.4447,"(0.34271375381643643, -0.6693601133440408, 2.119242257392501)",(-0.6693601133440408),(0.34271375381643643),0.0386,1.407,2.80707841297919,-2.429,9.23,9.37,2.119242257392501
3402087064528877696,82.56271280272554,20.551542357394194,185.25943057880264,-7.41183468673773,4.408129520797986,-6.845941796810193,-15.43482658982734,0.04818466,0.048669674,0.033671413,1.0647817,-0.026949406,-0.030898094,,,16.884928,Simbad,HD  36113,Star,B5,17.1,18.19474912089531,4.4081,"(0.044463137596128355, -0.12337383250278554, 0.1851085165038869)",(-0.12337383250278554),(0.044463137596128355),0.0482,-6.846,16.885110722507214,-15.435,7.03,7.08,0.1851085165038869
3377528716408925696,94.83040249488019,23.469400727335174,188.48734479547994,3.874650483586143,0.4658358414129149,0.47456774831128845,-1.2122272583599407,0.027937075,0.030668294,0.023255544,1.1855679,0.14353275,0.4542842,,,1.30181,Simbad,*  11 Gem,PulsV*bCep,B0II,18.2,13.274671421270956,0.4658,"(0.3221826698609959, -0.7977713618951358, 1.9669008566557868)",(-0.7977713618951358),(0.3221826698609959),0.0279,0.475,1.3017561641376474,-1.212,7.21,6.92,1.9669008566557868
159736057147431808,69.56348134028346,31.998751643352534,168.95848538189267,-9.945531031875504,2.021343474083691,1.3732602937305383,-8.561651334450303,0.030154116,0.039159242,0.026239345,1.144663,0.19897366,0.5734563,,,8.671085,Simbad,HD  29309,Star,B2V,18.4,20.377526160984143,2.0213,"(-0.013927967700313564, -0.34166192992519995, 0.357536008106768)",(-0.34166192992519995),(-0.013927967700313564),0.0302,1.373,8.671388464673546,-8.562,7.4,7.14,0.357536008106768
3377442434809015424,94.748784494202,23.00112619241418,188.8664627678438,3.5886707432614893,0.5065804492032329,0.4797697735930372,-1.5382957175738379,0.027308745,0.032785635,0.024083175,0.9347991,0.16314697,0.49496412,,,1.611376,Simbad,HD  43753,Star,B0.5III,19.0,15.106633825772587,0.5066,"(0.31225700873687734, -0.7344325994516614, 1.8054247587541143)",(-0.7344325994516614),(0.31225700873687734),0.0273,0.48,1.6111623227906768,-1.538,8.14,7.89,1.8054247587541143
3375564851202822528,95.86892091281084,20.392113838155684,191.66426480831333,3.288054134472654,0.5266230676127532,2.045500859031648,-2.8643165184182324,0.023220245,0.027703764,0.020244043,1.0897473,0.11529446,0.36562157,,,3.5197134,Simbad,HD  44597,Star,O9V,19.261,31.748564310033604,0.5266,"(0.3839742604254013, -0.6655509592733526, 1.7365799674479516)",(-0.6655509592733526),(0.3839742604254013),0.0232,2.046,3.5197461197069857,-2.864,9.23,9.05,1.7365799674479516
250720163313822592,61.93805265326793,51.45278848943408,151.0230247956489,-0.38137738968851476,1.0583064799128055,0.14041540643991401,-3.368940652047118,0.030295076,0.031211669,0.026861394,0.9325919,-7.5531006E-4,0.053320408,,,3.3718655,Simbad,HD  25787,Star,B2V,21.608,15.13423469396281,1.0583,"(-0.3514210676695763, -0.6167562545400849, 0.6236769985750468)",(-0.6167562545400849),(-0.3514210676695763),0.0303,0.14,3.371907548155148,-3.369,7.65,7.64,0.6236769985750468
146953066243274240,71.42698955944151,23.627914942681986,176.61635002575042,-14.031675410273078,3.8514050394491655,9.011792838327972,-17.595114382648696,0.030798724,0.04048166,0.025631778,0.7874242,0.033595085,0.1517086,,,19.768673,Simbad,HD  30122,Star,B,23.2,24.381047887416244,3.8514,"(0.03127221248283368, -0.17788690099096627, 0.18653221257291608)",(-0.17788690099096627),(0.03127221248283368),0.0308,9.012,19.7686663915004,-17.595,6.386,6.329,0.18653221257291608
3424656293035086208,90.28187905926232,23.30484775313168,186.61756569749596,0.13776532411416528,0.4931804530982667,0.12017243362221335,-2.2029602545911473,0.021779224,0.025423437,0.01683226,1.0847789,0.36909246,0.9443655,,,2.2062356,Simbad,HD 250290,Star,B3Ib,23.7,21.248506161016508,0.4932,"(0.31225164366862673, -0.8875854371947528, 1.796037707928637)",(-0.8875854371947528),(0.31225164366862673),0.0218,0.12,2.206265963315622,-2.203,7.9,7.41,1.796037707928637
3377553970816489984,94.96219426013906,23.825765805183796,188.22837108821668,4.148204002841243,0.5378382817338018,0.5620473757875626,-1.4825717004457608,0.02208221,0.022961522,0.015522275,0.9739693,0.10019016,0.32042027,,,1.5855334,Simbad,HD 255091,V*,B2V,24.176,14.007263239121729,0.5378,"(0.2674737235916721, -0.6883799647393418, 1.7064760163171566)",(-0.6883799647393418),(0.2674737235916721),0.0221,0.562,1.5859171297616133,-1.483,9.7,9.57,1.7064760163171566
3450849305707605632,91.39122561401746,33.599011221079884,178.10026116292747,6.023846375287159,5.438394763175361,-3.8430510461736738,-8.673597858862077,0.059840914,0.056713283,0.038668454,1.1065273,-0.040435314,-0.077928066,,,9.486851,Simbad,HD  41269,Star,B9VpSrCr,24.9,8.286295733352594,5.4384,"(-0.0046019672072513465, -0.07858669952209052, 0.16617439825090544)",(-0.07858669952209052),(-0.0046019672072513465),0.0598,-3.843,9.487197682184126,-8.674,6.136,6.213,0.16617439825090544
189818660926506624,85.37955758905527,38.18830810773153,171.66350700357205,4.117177036905016,0.8153633766357954,-0.15103366622374825,-2.8572100128589684,0.03272797,0.041938055,0.021026734,1.0829194,0.04526806,0.18846321,,,2.8611991,Simbad,HD  37614,**,B2III,26.007,16.66628895461044,0.8154,"(-0.1310911781034716, -0.6111404592082817, 1.0551585486319466)",(-0.6111404592082817),(-0.1310911781034716),0.0327,-0.151,2.8609878077268895,-2.857,8.28,8.23,1.0551585486319466
3430934641869760128,88.28937463558621,27.04449094905356,182.478086679407,0.4537792616113582,0.618634583684577,-1.300964251608595,-3.3948597631368362,0.014947331,0.0147551065,0.009692915,0.91924316,0.30421734,0.80559254,,,3.6355991,Simbad,HD 248666,Star,B,26.4,27.91752053343615,0.6186,"(0.14347636665154234, -0.7573282057017755, 1.4209551363399067)",(-0.7573282057017755),(0.14347636665154234),0.0149,-1.301,3.6357428432631025,-3.395,10.29,9.85,1.4209551363399067
3435423913486076800,96.21978831483315,29.706994934639738,183.49621867304353,7.850517570774916,3.438643136849868,-2.5045328443452286,-14.360271880731847,0.038924422,0.042678367,0.03327445,0.95986146,-0.037407875,-0.062151432,,,14.57704,Simbad,HD  44766,Star,B8IIIn,29.0,20.13611543215341,3.4386,"(0.011905667199501951, -0.10459642844807329, 0.27109373046067287)",(-0.10459642844807329),(0.011905667199501951),0.0389,-2.505,14.576852168442437,-14.36,6.634,6.697,0.27109373046067287
3443134135696407040,87.17223883358045,28.324581820695837,180.87206769297336,0.2589392146614539,0.6928051743224949,1.1573418954716677,-1.8937150751404035,0.034844335,0.035387713,0.022049248,1.2603712,0.09150696,0.31252003,,,2.2193687,Simbad,HD  38658,Star,B3II,34.391,15.216959434751207,0.6928,"(0.09523021767565813, -0.6984715936596915, 1.2595730372584173)",(-0.6984715936596915),(0.09523021767565813),0.0348,1.157,2.219433531444564,-1.894,8.5,8.37,1.2595730372584173
3441943089726042112,83.19428642029659,26.747397152747016,180.34215597437583,-3.5681514172697777,1.053549342447609,-0.33811487855599975,-3.714274573663979,0.04528657,0.05053859,0.035959084,1.0316442,0.026213646,0.138381,,,3.7296324,Simbad,HD  36441,Star,B1.5IV-V((n)),37.575,16.814811874049557,1.0535,"(0.08551099928195921, -0.5097109752528212, 0.7961753607602091)",(-0.5097109752528212),(0.08551099928195921),0.0453,-0.338,3.7293484748266548,-3.714,8.29,8.23,0.7961753607602091
202192496067552128,75.73907034339771,42.56903133238899,163.89099223590074,0.5541378910550261,0.8335343055977323,-0.473202861640118,-2.4084170017078534,0.0424034,0.053989835,0.041833635,1.0447153,-0.057017803,-0.10927963,,,2.454464,Simbad,HD  32143,Star,B8,39.474,13.985091890387153,0.8335,"(-0.23311145847890996, -0.7089155223635843, 0.939426310104132)",(-0.7089155223635843),(-0.23311145847890996),0.0424,-0.473,2.4540156794562438,-2.408,7.41,7.5,0.939426310104132
3442520127170919168,84.16583115929369,27.91173571614335,179.82756813532842,-2.2129896413096737,0.8429379516249632,-0.3002660219775162,-4.008608435355276,0.027862247,0.028841764,0.020495163,0.9298159,0.073349,0.27129936,,,4.0198383,Simbad,HD  36993,Star,B8,48.0,22.6551101332209,0.8429,"(0.08410335208523834, -0.6215691608096162, 1.0070138160027675)",(-0.6215691608096162),(0.08410335208523834),0.0279,-0.3,4.020208807689207,-4.009,8.39,8.25,1.0070138160027675
3444230245708929920,85.33748042653758,29.48729728562911,179.04181548956916,-0.5037682548821788,6.3658518214016055,15.145272553067203,-26.655880898971212,0.067476965,0.068416476,0.04105059,1.1088759,-0.057633877,-0.128479,,,30.658037,Simbad,HD  37646,EB*,B8IV,50.167,22.87587492418393,6.3659,"(0.0069925906976137635, -0.07980449079622774, 0.13512463599818308)",(-0.07980449079622774),(0.0069925906976137635),0.0675,15.145,30.658006965771296,-26.656,6.292,6.392,0.13512463599818308
3425400245792540288,91.89118056474207,23.73906923638252,186.96320332857903,1.6365701530311743,0.6915292147195372,-0.3326358221221882,-1.1406801211402429,0.042928617,0.037362806,0.028807262,1.391312,0.031086922,0.15253544,,,1.1881909,Simbad,HD 251847,Star,B1IV,55.104,8.16464219731887,0.6915,"(0.21182307849632603, -0.6001819578444597, 1.298541169118603)",(-0.6001819578444597),(0.21182307849632603),0.0429,-0.333,1.1886000306590483,-1.141,9.02,9.01,1.298541169118603
3375208330259289856,92.45890142857803,20.618118678190232,189.94852867568318,0.5839366265031056,0.5704188061048854,0.43010308894418364,-2.1941223606007965,0.023154262,0.025438322,0.018112924,1.0077214,0.081459045,0.2789154,,,2.2358806,Simbad,HD 252535,YSO_Candidate,B1.5V,63.321,18.61810560124085,0.5704,"(0.35064300675320087, -0.7051109589857879, 1.5663406254463401)",(-0.7051109589857879),(0.35064300675320087),0.0232,0.43,2.235740511125376,-2.194,10.26,10.26,1.5663406254463401
182433791079705856,82.03995188130882,33.31311325334408,174.3016837916013,-0.797232628023201,0.30382627935472084,0.5909992168298869,-2.3214699619766463,0.016819075,0.018275464,0.013021183,0.8709907,0.23983765,0.6520233,,,2.3955173,Simbad,HD 243827,Star,B0.2III,71.0,37.44748324040408,0.3038,"(-0.0835565705341576, -1.797816688979376, 2.75604116769024)",(-1.797816688979376),(-0.0835565705341576),0.0168,0.591,2.395062087494623,-2.321,10.9,10.7,2.75604116769024
469648081051557376,60.09700280757192,56.90159004703163,146.60144139179874,2.9816298077099326,0.6397186237418145,-0.4687359505639741,-2.0872303317996357,0.015393411,0.017274244,0.014516197,0.88457435,0.14392757,0.43161678,,,2.1392157,Simbad,HD 237204,PN?_Candidate,B2III:,93.607,15.8831978371459,0.6397,"(-0.7183940242214244, -0.9654980146507959, 0.997707538600658)",(-0.9654980146507959),(-0.7183940242214244),0.0154,-0.469,2.1390487547851498,-2.087,9.625,9.341,0.997707538600658
468616395547368064,61.10232638144973,56.00540820466229,147.6112865948164,2.674340718923057,0.2203788604237836,0.2768751808661628,0.27918340078042925,0.018627092,0.019558981,0.018392894,0.9606759,0.45705032,1.1051211,116.04024,1.7356064,0.3931962,Simbad,HD 237213,BlueSG*,B6Ia,116.04,8.473144845348243,0.2204,"(-2.0128998810565073, -2.812852379064423, 2.936379137165104)",(-2.812852379064423),(-2.0128998810565073),0.0186,0.277,0.3931539307760807,0.279,9.39,8.74,2.936379137165104
3375202836997950592,92.41488800902992,20.487614122989992,190.04284270672352,0.4847625446324998,0.5777309785817734,0.2505266767522468,-2.4847998848841706,0.03734437,0.040283095,0.02808093,1.0065774,0.016604424,0.1216197,,,2.4973974,Simbad,HD  42088,Star,O6V((f))z,125.514,20.536279255648164,0.5777,"(0.35009125031243193, -0.6969578270497153, 1.5453331550936222)",(-0.6969578270497153),(0.35009125031243193),0.0373,0.251,2.4976439818461897,-2.485,7.58,7.57,1.5453331550936222
3375761457625837440,94.82032969011244,20.579930459993225,191.0373448957527,2.5082345685366283,0.23504844717575055,0.09850444878615924,-0.3406680865969821,0.046941705,0.039553247,0.029528564,1.3748208,0.34454727,0.9204645,143.45384,0.924592,0.35462356,Simbad,HD  43837,PulsV*,B2Ibp?,143.45,7.1771545533732155,0.235,"(0.8497578626365601, -1.5605719256090251, 3.8665575956085054)",(-1.5605719256090251),(0.8497578626365601),0.0469,0.099,0.3550802770031133,-0.341,8.99,8.49,3.8665575956085054
220303033122943488,60.19513805379782,37.14665142572979,159.72327860212357,-11.853779764298354,0.48856787648456074,1.5309685675780682,-0.31148461641324554,0.022631207,0.025971882,0.021232735,1.0971266,0.36515045,0.9246378,,,1.562334,Simbad,HD 279216,PulsV*,B5,,15.187830891614773,0.4886,"(-0.29978431852079024, -1.5512013882728057, 1.3010523211901306)",(-1.5512013882728057),(-0.29978431852079024),0.0226,1.531,1.5622682018004108,-0.311,10.89,10.28,1.3010523211901306
233618462537611904,62.10682168590762,46.365951634121465,154.5365520538179,-4.064602011596686,1.2122591774931972,0.30887769349228633,-3.344998516592093,0.021565001,0.024329642,0.018605089,1.0384086,0.15197182,0.45380306,,,3.359229,Simbad,HD  25931,Star,B8,,13.162088232713902,1.2123,"(-0.2399255344340593, -0.5680964878873253, 0.5478380091419752)",(-0.5680964878873253),(-0.2399255344340593),0.0216,0.309,3.3592418555555374,-3.345,8.92,8.64,0.5478380091419752
275294660511497856,65.29252606136082,53.17162899363016,151.32386796827493,2.2770084807466144,0.24628626593816655,0.3358096729339949,-0.8085683165414028,0.015501464,0.019082604,0.013914673,0.9638264,0.36948586,0.92806053,,,0.87552893,Simbad,LS   V +53   21,Star,OB+,,16.894043092402853,0.2463,"(-1.5830744654316173, -2.5041456150288193, 2.776230797242635)",(-2.5041456150288193),(-1.5830744654316173),0.0155,0.336,0.8760005815800169,-0.809,11.3,11.0,2.776230797242635
471084764792809728,67.21839987496374,59.38621085255215,147.5966870022681,7.373192797488203,0.38746510547651414,2.144790402140145,-1.5262102991404785,0.026907943,0.028531203,0.02360082,1.1099699,0.14906216,0.44663143,,,2.6323836,Simbad,BD+59   804,Star,B2,,32.26852837569581,0.3875,"(-1.2395526062626034, -1.430365187444898, 1.7542220637482555)",(-1.430365187444898),(-1.2395526062626034),0.0269,2.145,2.6324324970339563,-1.526,10.48,10.21,1.7542220637482555
271274742920165248,67.54891026614797,51.865059526097184,153.21919630800457,2.349516886839158,1.2520256853505105,0.8457813577375761,-4.2249314777878855,0.01693259,0.018098757,0.013892275,0.9970541,0.23316479,0.63793564,,,4.308758,Simbad,HD 232965,Star,B8,,16.34754093010973,1.252,"(-0.29082095608614644, -0.4875225874551886, 0.5618735379242091)",(-0.4875225874551886),(-0.29082095608614644),0.0169,0.846,4.3088675418023525,-4.225,9.89,9.52,0.5618735379242091
253552127311547648,67.90964909577897,44.93862981960673,158.42754812683228,-2.224317750426178,0.8270785324119737,-0.18193047486999514,-2.747567481660053,0.019859266,0.022227341,0.013485002,1.0195408,0.066046715,0.23309994,,,2.7535841,Simbad,BD+44   967,Star,B2,,15.816221254080435,0.8271,"(-0.3036263280449326, -0.7877825090046016, 0.8654456952138169)",(-0.7877825090046016),(-0.3036263280449326),0.0199,-0.182,2.7540202665061155,-2.748,9.48,9.41,0.8654456952138169
