_RAJ2000,_DEJ2000,ALS,Name,RAJ,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
61.2825,44.278056,7882,LS   V +44   7,"(4.0, 5.0, 7.8)",9.3,V,04 05 07.8,+44 16 41,155.52,-6.0,Simbad,HD  25517,61.2827028649,44.2782399537,0.0,0.0,90.0,26,04 05 07.84869,+44 16 41.6638,A,2020yCat.1350....0G,Star,*|IR|UV,-21.0,4.6,-7.0E-5,1.53E-5,B1V,,0.4358,0.0191,0.341,-2.052,0.018,0.015,90,,,,9.44,9.25,,8.752,8.755,8.733,,,,,,0.843772
103.425833,68.888056,17294,HD 49340,"(6.0, 53.0, 42.2)",5.1,V,06 53 42.2,+68 53 17,146.42,25.38,Simbad,*  43 Cam,103.4260344551,68.888311007,0.0,0.0,90.0,58,06 53 42.24827,+68 53 17.9196,A,2020yCat.1350....0G,Star,*|IR|UV,-21.0,4.2,-7.0E-5,1.4E-5,B7III,,3.5172,0.1393,4.87,7.705,0.08,0.13,90,,,,4.975,5.096,,5.503,5.301,5.314,,,,,,0.954467
78.6025,41.096111,8243,LS   V +41  36,"(5.0, 14.0, 24.6)",9.5,V,05 14 24.6,+41 05 46,166.35,1.39,Simbad,HD 277773,78.6023800665,41.0963558491,0.0,0.0,90.0,9,05 14 24.57122,+41 05 46.8811,A,2020yCat.1350....0G,Star,*|IR|UV,-20.9,,-6.97E-5,,B3,,0.583,0.0204,2.087,-1.996,0.024,0.019,90,,,,9.49,9.49,,9.258,9.286,9.261,,,,,,0.939594
80.646667,37.676111,8289,LS   V +37  11,"(5.0, 22.0, 35.2)",7.5,V,05 22 35.2,+37 40 34,170.05,0.71,Simbad,HD  34921,80.6467974841,37.6760107119,0.0,0.0,90.0,125,05 22 35.23140,+37 40 33.6386,A,2020yCat.1350....0G,HMXB,*|Be*|Em*|HXB|IR|UV|V*|X|gam,-20.5,4.4,-6.84E-5,1.47E-5,B0IVpe,,0.7214,0.0301,1.305,-3.999,0.041,0.028,90,,,,7.64,7.48,,6.696,6.507,6.23,,,,,,0.518244
61.112917,59.155278,7873,LS   V +59 196,"(4.0, 4.0, 27.1)",5.3,P,04 04 27.1,+59 09 19,145.51,5.03,Simbad,HD  25291,61.1131789179,59.1555090745,0.0,0.0,90.0,105,04 04 27.16294,+59 09 19.8327,A,2020yCat.1350....0G,Star,*|IR|UV,-20.3,0.8,-6.77E-5,2.7E-6,F0II,,1.5558,0.1047,-3.38,1.027,0.122,0.101,90,,,,5.63,5.12,4.62,3.9,3.516,3.69,,,,,,0.962142
61.112917,59.155278,7872,LS   I +59 196,"(4.0, 4.0, 27.1)",5.0,V,04 04 27.1,+59 09 19,145.51,5.03,Simbad,HD  25291,61.1131789179,59.1555090745,0.0,0.0,90.0,105,04 04 27.16294,+59 09 19.8327,A,2020yCat.1350....0G,Star,*|IR|UV,-20.3,0.8,-6.77E-5,2.7E-6,F0II,,1.5558,0.1047,-3.38,1.027,0.122,0.101,90,,,,5.63,5.12,4.62,3.9,3.516,3.69,,,,,,0.962142
70.757917,45.630556,8030,LS   V +45  13,"(4.0, 43.0, 1.9)",8.6,V,04 43 01.9,+45 37 50,159.26,-0.27,Simbad,BD+45   973,70.7582160915,45.6304026973,0.0,0.0,90.0,21,04 43 01.97186,+45 37 49.4497,A,2020yCat.1350....0G,Star,*|IR,-20.0,10.0,-6.67E-5,3.34E-5,B3V,,0.8226,0.0284,0.135,-1.743,0.029,0.026,90,,,,9.04,8.63,,7.552,7.492,7.427,,,,,,0.933541
122.70625,74.965833,18862,BD +75 325,"(8.0, 10.0, 49.5)",9.5,V,08 10 49.5,+74 57 57,139.51,31.25,Simbad,BD+75   325,122.7062095849,74.9660922149,0.0,0.0,90.0,244,08 10 49.49030,+74 57 57.9320,A,2020yCat.1350....0G,HotSubdwarf,*|HS*|IR|UV|V*|blu,-19.0,655.35,-6.34E-5,0.002186,sdO5,,6.8792,0.0561,7.143,10.572,0.047,0.057,90,,,,9.23,9.5,9.698,10.261,10.425,10.549,,,,,,0.933937
87.113333,43.0825,8538,LS   V +43  31,"(5.0, 48.0, 27.2)",9.5,P,05 48 27.2,+43 04 57,168.12,7.76,Simbad,V* IY Aur,87.1133224938,43.0826394022,0.0,0.0,90.0,28,05 48 27.19740,+43 04 57.5018,A,2020yCat.1350....0G,EB*,*|EB*|IR|V*,-18.641,0.626,-6.22E-5,2.1E-6,B3III,,0.521,0.0258,-1.389,-2.106,0.021,0.016,90,,,,9.58,9.39,,8.917,8.96,8.921,,,,,,0.502608
83.551667,45.278056,8430,LS   V +45  22,"(5.0, 34.0, 12.4)",8.5,V,05 34 12.4,+45 16 41,164.9,6.71,Simbad,HD  36467,83.5516838284,45.2780119248,0.0,0.0,90.0,11,05 34 12.40412,+45 16 40.8429,A,2020yCat.1350....0G,Be*,*|Be*|IR,-18.2,1.9,-6.07E-5,6.3E-6,B9,,1.3894,0.0275,-1.02,-1.959,0.03,0.025,90,,,,8.65,8.54,,8.188,8.167,8.138,,,,,,0.164298
86.597917,25.543611,8532,LS   V +25   4,"(5.0, 46.0, 23.5)",9.0,V,05 46 23.5,+25 32 37,182.99,-1.62,Simbad,HD 247331,86.5978539521,25.5437739932,0.0,0.0,90.0,21,05 46 23.48495,+25 32 37.5864,A,2020yCat.1350....0G,Em*,*|Em*|IR|UV,-17.1,5.0,-5.7E-5,1.67E-5,B,,0.8216,0.0208,0.156,-4.212,0.022,0.013,90,,,,9.18,9.02,,8.175,8.038,7.842,,,,,,0.621485
78.060417,41.215278,8228,LS   V +41  35,"(5.0, 12.0, 14.5)",7.8,V,05 12 14.5,+41 12 55,166.01,1.13,Simbad,HD  33461,78.0603999968,41.2152037483,0.0,0.0,90.0,58,05 12 14.49600,+41 12 54.7335,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,-16.6,4.5,-5.54E-5,1.5E-5,B2:V:nne,,0.963,0.024,0.777,-5.911,0.027,0.019,90,,,,8.05,7.78,,6.373,5.9,5.621,,,,,,0.271243
106.2875,47.775,16430,HR 2645,"(7.0, 5.0, 9.0)",6.4,V,07 05 09.0,+47 46 30,169.25,21.93,Simbad,HD  52860,106.2874533527,47.7750417239,0.0,0.0,90.0,32,07 05 08.98880,+47 46 30.1502,A,2020yCat.1350....0G,Star,*|IR|UV,-16.5,7.4,-5.5E-5,2.47E-5,B9V,,2.3832,0.0299,0.707,-0.691,0.033,0.029,90,,,,6.306,6.359,,6.303,6.373,6.341,,,,,,0.187879
75.453333,38.334722,8132,LS   V +38   5,"(5.0, 1.0, 48.8)",9.1,V,05 01 48.8,+38 20 05,167.11,-2.21,Simbad,HD  31992,75.4533952857,38.3347042079,0.0,0.0,90.0,14,05 01 48.81487,+38 20 04.9351,A,2020yCat.1350....0G,EB*,*|EB*|IR|UV,-15.0,11.1,-5.0E-5,3.7E-5,B5,,0.9918,0.02,-0.12,-2.582,0.026,0.018,90,,,,9.38,9.1,,8.413,8.422,8.383,,,,,,0.187185
84.094167,34.133889,8448,LS   V +34  54,"(5.0, 36.0, 22.6)",9.1,V,05 36 22.6,+34 08 02,174.55,1.08,Simbad,BD+34  1107,84.0944098131,34.133837612,0.0,0.0,90.0,20,05 36 22.65836,+34 08 01.8154,A,2020yCat.1350....0G,Star,*|**|IR,-15.0,5.0,-5.0E-5,1.67E-5,B2,,0.8416,0.0284,-0.149,-3.423,0.039,0.026,90,,,,9.13,9.13,,9.035,9.081,9.088,,,,,,0.746816
162.097917,37.570278,14745,HD 93521,"(10.0, 48.0, 23.5)",7.0,V,10 48 23.5,+37 34 13,183.14,62.15,Simbad,HD  93521,162.0979641588,37.5703009257,0.0,0.0,90.0,418,10 48 23.51140,+37 34 13.0833,A,2020yCat.1350....0G,Star,*|IR|UV|X,-14.1,3.2,-4.7E-5,1.07E-5,O9.5IIInn,,0.7837,0.0806,0.389,2.131,0.072,0.084,90,,,,6.79,7.03,,7.499,7.647,7.696,,,,,,0.157856
84.116667,34.141667,8450,LS   V +34  56,"(5.0, 36.0, 28.0)",9.1,V,05 36 28.0,+34 08 30,174.55,1.1,Simbad,BD+34  1110,84.1167916993,34.1418379617,0.0,0.0,90.0,26,05 36 28.03001,+34 08 30.6167,A,2020yCat.1350....0G,Em*,*|Em*|IR,-14.0,9.0,-4.67E-5,3.0E-5,B2,,0.8534,0.0232,-0.142,-3.281,0.026,0.018,90,,,,9.6,9.58,,9.416,9.411,9.367,,,,,,0.718917
136.59375,49.611389,14675,HD 77770,"(9.0, 6.0, 22.5)",7.5,V,09 06 22.5,+49 36 41,169.3,41.88,Simbad,HD  77770,136.5938850185,49.611391499,0.0,0.0,90.0,53,09 06 22.53240,+49 36 41.0094,A,2020yCat.1350....0G,Star,*|IR|UV,-14.0,4.4,-4.67E-5,1.47E-5,B2IV,,0.9415,0.0507,2.304,-1.358,0.042,0.039,90,,,,7.301,7.485,,7.842,7.996,8.014,,,,,,0.315084
71.171667,50.533889,8040,LS   V +50   9,"(4.0, 44.0, 41.2)",9.3,V,04 44 41.2,+50 32 02,155.73,3.15,Simbad,HD 232999,71.1715956397,50.5338134698,0.0,0.0,90.0,31,04 44 41.18295,+50 32 01.7285,A,2020yCat.1350....0G,Em*,*|Em*|IR|V*,-13.0,10.0,-4.34E-5,3.34E-5,B1IV,,0.5323,0.0184,1.289,-2.088,0.019,0.014,90,,,,9.904,9.37,9.368,8.123,7.956,7.865,,10.093,9.457,8.994,,0.317172
66.458333,46.233889,7949,LS   V +46  17,"(4.0, 25.0, 50.0)",8.1,V,04 25 50.0,+46 14 02,156.79,-2.06,Simbad,HD  27846,66.4583645344,46.2338607218,0.0,0.0,90.0,37,04 25 50.00749,+46 14 01.8986,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV,-12.0,4.5,-4.0E-5,1.5E-5,B1.5V,,1.0451,0.0282,-1.111,-3.001,0.032,0.021,90,,,,8.36,8.09,,7.414,7.408,7.385,,,,,,0.128569
188.370417,69.788333,16721,HR 4787,"(12.0, 33.0, 28.9)",3.9,V,12 33 28.9,+69 47 18,125.22,47.26,Simbad,* kap Dra,188.3705971536,69.788238859,0.0,0.0,90.0,365,12 33 28.94332,+69 47 17.6599,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|PM*|UV|V*,-12.0,0.3,-4.0E-5,1.0E-6,B6IIIe,,7.0093,0.2984,-58.571,10.11,0.335,0.427,90,,,,3.75,3.89,3.84,3.9,3.96,3.82,,,,,,0.406282
208.814583,66.116667,16531,HD 121800,"(13.0, 55.0, 15.5)",9.1,V,13 55 15.5,+66 07 00,113.01,49.76,Simbad,HD 121800,208.8143792632,66.1168460386,0.0,0.0,90.0,56,13 55 15.45102,+66 07 00.6457,A,2020yCat.1350....0G,Star,*|IR|UV,-12.0,4.6,-4.0E-5,1.53E-5,B5V,,0.2928,0.033,1.0,-3.694,0.04,0.037,90,,,,8.92,9.01,,9.456,9.543,9.524,,,,,,0.709657
87.322083,29.726944,8549,LS   V +29  11,"(5.0, 49.0, 17.3)",7.9,V,05 49 17.3,+29 43 37,179.74,1.09,Simbad,HD  38749,87.3220876675,29.7268480989,0.0,0.0,90.0,19,05 49 17.30104,+29 43 36.6532,A,2020yCat.1350....0G,Star,*|IR,-11.2,2.0,-3.74E-5,6.7E-6,A5,,0.6303,0.0328,1.008,-3.427,0.034,0.019,90,,,,8.31,7.87,,6.659,6.487,6.407,,,,,,0.345552
60.565417,53.753056,7855,LS   V +53  16,"(4.0, 2.0, 15.7)",8.8,V,04 02 15.7,+53 45 11,148.87,0.78,Simbad,HD 232874,60.5655981869,53.7532733782,0.0,0.0,90.0,33,04 02 15.74356,+53 45 11.7842,A,2020yCat.1350....0G,PulsV*bCep,*|IR,-11.0,7.4,-3.67E-5,2.47E-5,B0.5V,,0.534,0.0611,1.235,-0.2,0.069,0.052,90,,,,9.26,8.92,,7.966,7.915,7.812,,,,,,0.872434
93.744583,46.395833,17193,HD 42783,"(6.0, 14.0, 58.7)",7.5,V,06 14 58.7,+46 23 45,167.38,13.47,Simbad,HD  42783,93.7445248166,46.3957593562,0.0,0.0,90.0,13,06 14 58.68596,+46 23 44.7337,A,2020yCat.1350....0G,Star,*|IR|UV,-11.0,5.3,-3.67E-5,1.77E-5,B8,,0.969,0.0498,-0.094,-0.182,0.05,0.041,90,,,,7.48,7.52,,7.533,7.561,7.576,,,,,,0.30192
127.302917,32.692222,19923,HD 71537,"(8.0, 29.0, 12.7)",6.9,V,08 29 12.7,+32 41 32,190.14,33.8,Simbad,HD  71537,127.3030879194,32.6923067897,0.0,0.0,90.0,25,08 29 12.74110,+32 41 32.3044,A,2020yCat.1350....0G,Star,*|IR|UV,-11.0,4.4,-3.67E-5,1.47E-5,A0,,3.5593,0.0412,-4.923,-2.579,0.042,0.031,90,,,,6.817,6.904,,7.058,7.015,7.043,,,,,,0.601104
75.492083,43.823333,8131,LS   V +43  23,"(5.0, 1.0, 58.1)",3.0,V,05 01 58.1,+43 49 24,162.79,1.18,Simbad,* eps Aur,75.4922265362,43.8233103098,0.0,0.0,90.0,572,05 01 58.13437,+43 49 23.9171,A,2020yCat.1350....0G,EB*,*|**|EB*|Em*|IR|SB*|UV|V*,-10.4,0.4,-3.47E-5,1.3E-6,A9Ia,,0.9879,0.1792,0.883,-3.065,0.206,0.183,90,,,,3.53,2.99,2.47,1.83,1.702,1.48,,,,,,0.381654
85.149583,31.358056,16557,HR 1938,"(5.0, 40.0, 35.9)",6.0,V,05 40 35.9,+31 21 29,177.37,0.35,Simbad,HD  37519,85.1496139157,31.3581995204,0.0,0.0,90.0,60,05 40 35.90734,+31 21 29.5183,A,2020yCat.1350....0G,V*,*|IR|UV|V*,-10.2,3.4,-3.4E-5,1.13E-5,B9.5III-IVp:(Hg?),,4.1237,0.0612,-5.014,-7.671,0.085,0.042,90,,,,6.09,6.04,5.93,5.776,5.806,5.787,,,,,,0.525342
76.355833,45.058056,17604,HD 32446,"(5.0, 5.0, 25.4)",8.3,V,05 05 25.4,+45 03 29,162.18,2.42,Simbad,HD  32446,76.3556909835,45.0581775407,0.0,0.0,90.0,23,05 05 25.36584,+45 03 29.4391,A,2020yCat.1350....0G,Star,*|IR|UV,-10.0,4.5,-3.34E-5,1.5E-5,B5III,,1.4336,0.0283,-0.192,-1.395,0.03,0.025,90,,,,8.42,8.28,,7.852,7.841,7.873,,,,,,0.56734
84.087917,34.171111,8446,LS   V +34  52,"(5.0, 36.0, 21.1)",9.8,V,05 36 21.1,+34 10 16,174.51,1.1,Simbad,LS   V +34   52,84.0877373323,34.1713097575,0.0,0.0,90.0,20,05 36 21.05696,+34 10 16.7151,A,2020yCat.1350....0G,Star,*|IR,-10.0,5.0,-3.34E-5,1.67E-5,B2,,0.951,0.0297,-0.179,-3.331,0.038,0.027,90,,,,9.63,9.6,,9.628,9.659,9.644,,,,,,0.893507
84.903333,37.988611,19911,HD 37339,"(5.0, 39.0, 36.8)",7.0,V,05 39 36.8,+37 59 19,171.64,3.69,Simbad,HD  37339,84.9033327057,37.9888882991,0.0,0.0,90.0,23,05 39 36.79985,+37 59 19.9979,A,2020yCat.1350....0G,Star,*|IR|UV,-9.629,0.229,-3.21E-5,8.0E-7,B9,,3.0493,0.0922,-3.068,-0.642,0.095,0.069,90,,,,6.96,6.95,,6.846,6.876,6.876,,,,,,0.998277
78.014583,42.399444,8225,LS   V +42  25,"(5.0, 12.0, 3.5)",8.2,V,05 12 03.5,+42 23 58,165.03,1.8,Simbad,HD  33411,78.0147695779,42.3993231359,0.0,0.0,90.0,23,05 12 03.54470,+42 23 57.5633,A,2020yCat.1350....0G,**,*|**|IR|UV,-8.5,6.6,-2.84E-5,2.2E-5,B8,,1.3101,0.1716,-0.376,-3.807,0.188,0.149,90,0.0017,0.0,31,8.21,8.2,,8.023,8.019,8.048,,,,,,0.659809
74.795417,40.275833,8114,LS   V +40  20,"(4.0, 59.0, 10.9)",9.5,V,04 59 10.9,+40 16 33,165.26,-1.41,Simbad,HD 277276,74.795327484,40.2759556108,0.0,0.0,90.0,8,04 59 10.87860,+40 16 33.4402,A,2020yCat.1350....0G,Star,*|IR,-8.085,0.5,-2.7E-5,1.7E-6,B8,,0.787,0.0186,-0.13,-4.978,0.023,0.019,90,,,,9.54,9.54,,9.243,9.264,9.249,,,,,,0.505254
85.629583,36.2,8496,LS   V +36  18,"(5.0, 42.0, 31.1)",8.1,V,05 42 31.1,+36 12 00,173.46,3.24,Simbad,HD  37737,85.6298269993,36.2001411997,0.0,0.0,90.0,89,05 42 31.15848,+36 12 00.5083,A,2020yCat.1350....0G,SB*,*|IR|SB*,-8.01,1.48,-2.67E-5,4.9E-6,O9.5II-III(n),,0.6975,0.0667,0.446,-3.419,0.074,0.045,90,,,,8.3,8.06,,7.324,7.323,7.254,,,,,,0.872256
67.219583,52.389444,7964,LS   V +52  20,"(4.0, 28.0, 52.7)",7.8,V,04 28 52.7,+52 23 22,152.7,2.56,Simbad,HD  28134,67.2195152157,52.389402922,0.0,0.0,90.0,16,04 28 52.68365,+52 23 21.8505,A,2020yCat.1350....0G,Star,*|IR|UV,-8.0,9.2,-2.67E-5,3.07E-5,B5,,1.3792,0.0255,0.319,-4.027,0.029,0.022,90,,,,7.9,7.8,,7.454,7.493,7.49,,,,,,0.209875
80.622083,33.513889,8291,LS   V +33  14,"(5.0, 22.0, 29.3)",9.1,V,05 22 29.3,+33 30 50,173.47,-1.66,Simbad,HD 242908,80.6220935288,33.5140150346,0.0,0.0,90.0,121,05 22 29.30245,+33 30 50.4541,A,2020yCat.1350....0G,YSO,*|IR|UV|X|Y*?|Y*O,-7.5,1.8,-2.5E-5,6.0E-6,O4.5V(n)((fc))z,,0.2928,0.0203,-0.904,-0.684,0.023,0.016,90,,,,9.28,9.084,9.241,8.282,8.249,8.185,,,,,,0.454824
86.032917,26.768889,8512,LS   V +26   7,"(5.0, 44.0, 7.9)",8.7,V,05 44 07.9,+26 46 08,181.68,-1.41,Simbad,HD 246821,86.0329136642,26.7688419053,0.0,0.0,90.0,7,05 44 07.89928,+26 46 07.8309,A,2020yCat.1350....0G,Star,*|IR,-7.0,,-2.33E-5,,F0,,0.6136,0.0215,0.788,-3.653,0.028,0.017,90,,,,9.38,8.68,,6.644,6.384,6.203,,,,,,0.16988
88.9175,27.715556,8595,LS   V +27  16,"(5.0, 55.0, 40.2)",7.0,V,05 55 40.2,+27 42 56,182.18,1.27,Simbad,HD  39746,88.9177608881,27.7156506136,0.0,0.0,90.0,49,05 55 40.26261,+27 42 56.3422,A,2020yCat.1350....0G,PulsV*,*|IR|UV,-7.0,7.4,-2.33E-5,2.47E-5,B1II,,0.6302,0.0272,-0.269,-2.135,0.026,0.017,90,,,,7.26,7.04,,6.477,6.469,6.411,,,,,,0.898503
197.425417,38.533889,16438,HR 4967,"(13.0, 9.0, 42.1)",6.3,V,13 09 42.1,+38 32 02,105.55,77.97,Simbad,*  15 CVn,197.4251334083,38.5338840666,0.0,0.0,90.0,59,13 09 42.03202,+38 32 01.9826,A,2020yCat.1350....0G,Star,*|**,-7.0,2.2,-2.33E-5,7.3E-6,B7III,,3.9234,0.054,-13.252,5.384,0.032,0.044,90,,,,6.15,6.28,,6.351,6.455,6.447,,,,,,0.79881
60.719583,52.759444,15894,HD 25215,"(4.0, 2.0, 52.7)",8.8,V,04 02 52.7,+52 45 34,149.59,0.09,Simbad,HD  25215,60.7195245495,52.7596615373,0.0,0.0,90.0,15,04 02 52.68589,+52 45 34.7815,A,2020yCat.1350....0G,Star,*|IR,-6.866,0.17,-2.29E-5,6.0E-7,A0,,2.051,0.0236,-5.18,1.59,0.03,0.02,90,,,,8.77,8.65,,8.462,8.493,8.482,,,,,,0.793419
87.0825,51.018611,17191,HD 38410,"(5.0, 48.0, 19.8)",8.7,V,05 48 19.8,+51 01 07,161.11,11.67,Simbad,HD  38410,87.0826204843,51.0185284108,0.0,0.0,90.0,14,05 48 19.82892,+51 01 06.7023,A,2020yCat.1350....0G,PulsV*,*|IR|UV,-6.742,0.453,-2.25E-5,1.5E-6,B8,,1.4686,0.0294,3.077,-4.131,0.032,0.023,90,,,,8.68,8.71,,8.79,8.857,8.833,,,,,,0.403546
246.995833,68.768056,16521,HR 6161,"(16.0, 27.0, 59.0)",5.0,V,16 27 59.0,+68 46 05,101.11,37.87,Simbad,*  15 Dra,246.9958940211,68.7681370863,0.0,0.0,90.0,86,16 27 59.01457,+68 46 05.2935,A,2020yCat.1350....0G,Star,*|IR|UV,-6.7,2.0,-2.23E-5,6.7E-6,B9.5IV,,6.7911,0.0748,-24.299,34.349,0.099,0.101,90,,,,4.906,4.949,,4.859,4.962,4.961,,,,,,0.302557
81.930417,34.5325,8364,LS   V +34  23,"(5.0, 27.0, 43.3)",8.0,V,05 27 43.3,+34 31 57,173.24,-0.2,Simbad,HD  35633,81.9303506908,34.5324094186,0.0,0.0,90.0,53,05 27 43.28417,+34 31 56.6739,A,2020yCat.1350....0G,Star,*|**|IR|UV,-6.4,2.5,-2.13E-5,8.3E-6,B0.5IV,,0.4894,0.0312,0.021,-2.443,0.032,0.023,90,,,,8.32,8.09,,7.135,7.061,6.994,,,,,,0.380801
69.162917,41.076944,19968,HD 29096,"(4.0, 36.0, 39.1)",7.9,V,04 36 39.1,+41 04 37,161.9,-4.16,Simbad,HD  29096,69.1630463615,41.0768434429,0.0,0.0,90.0,20,04 36 39.13113,+41 04 36.6364,A,2020yCat.1350....0G,Be*,*|**|Be*|IR|UV,-6.2,1.6,-2.07E-5,5.3E-6,B8IV,,1.9226,0.0286,3.199,-6.376,0.032,0.028,90,,,,8.16,7.96,,7.34,7.323,7.294,,,,,,0.504272
89.530833,28.186667,8617,LS   V +28  17,"(5.0, 58.0, 7.4)",8.7,V,05 58 07.4,+28 11 12,182.04,1.98,Simbad,HD  40110,89.5309304732,28.1868776022,0.0,0.0,90.0,17,05 58 07.42331,+28 11 12.7594,A,2020yCat.1350....0G,Star,*|IR,-6.0,,-2.0E-5,,B9II,,0.2891,0.0281,-0.557,-1.604,0.028,0.018,90,,,,8.96,8.67,,7.666,7.536,7.421,,,,,,0.818828
74.08375,36.168611,8096,LS   V +36   2,"(4.0, 56.0, 20.1)",6.1,V,04 56 20.1,+36 10 07,168.14,-4.4,Simbad,HD  31327,74.0836998684,36.1685315443,0.0,0.0,90.0,86,04 56 20.08797,+36 10 06.7136,A,2020yCat.1350....0G,Star,*|IR|UV,-5.0,4.3,-1.67E-5,1.43E-5,B2.5Ib,,1.0609,0.0325,-0.94,-2.319,0.042,0.032,90,,,,6.426,6.089,,5.206,5.171,5.1,,,,,,0.321008
84.133333,34.18,8451,LS   V +34  57,"(5.0, 36.0, 32.0)",9.2,P,05 36 32.0,+34 10 48,174.53,1.13,Simbad,BD+34  1111,84.1333181802,34.1797971405,0.0,0.0,90.0,27,05 36 31.99636,+34 10 47.2697,A,2020yCat.1350....0G,Star,*|IR,-5.0,5.0,-1.67E-5,1.67E-5,B2V:,,0.8561,0.0229,-0.125,-3.258,0.026,0.019,90,,,,9.1,9.09,,9.049,9.093,9.084,,,,,,0.731627
92.14625,22.616944,8737,LS   V +22  20,"(6.0, 8.0, 35.1)",9.0,V,06 08 35.1,+22 37 01,188.06,1.3,Simbad,V* SS Gem,92.1462883548,22.6172191506,0.0,0.0,90.0,67,06 08 35.10921,+22 37 01.9889,A,2020yCat.1350....0G,PulsV*RVTau,*|IR|RV*|V*|pA*,-5.0,2.0,-1.67E-5,6.7E-6,G2/5I,,0.3956,0.0424,2.177,0.194,0.054,0.038,90,,,,9.71,8.67,,6.74,6.323,6.133,,,,,,0.998709
77.57375,40.659722,8206,LS   V +40  33,"(5.0, 10.0, 17.7)",8.9,V,05 10 17.7,+40 39 35,166.24,0.5,Simbad,HD 277680,77.573682355,40.6597931067,0.0,0.0,90.0,18,05 10 17.68377,+40 39 35.2552,A,2020yCat.1350....0G,EB*,*|**|IR|UV,-4.2,,-1.4E-5,,B3,,0.4176,0.0303,0.616,-2.689,0.036,0.025,90,,,,8.93,8.89,,8.713,8.736,8.742,,,,,,0.315681
84.741667,28.460278,8470,LS   V +28   7,"(5.0, 38.0, 58.0)",8.4,V,05 38 58.0,+28 27 37,179.64,-1.49,Simbad,HD  37318,84.7417365365,28.4601367486,0.0,0.0,90.0,53,05 38 58.01677,+28 27 36.4923,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,-4.2,7.4,-1.4E-5,2.47E-5,B1Vne,,0.5662,0.03,-0.172,-3.925,0.033,0.021,90,,,,8.66,8.41,,7.423,7.269,7.021,,,,,,0.554087
63.152083,42.118611,7908,LS   V +41   3,"(4.0, 12.0, 36.5)",7.9,V,04 12 36.5,+42 07 07,158.0,-6.66,Simbad,HD  26420,63.1519283787,42.1184273621,0.0,0.0,90.0,38,04 12 36.46281,+42 07 06.3385,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,-4.1,7.4,-1.37E-5,2.47E-5,B3,,1.4301,0.029,1.214,-6.165,0.031,0.022,90,,,,8.28,8.02,,7.083,7.011,6.802,,,,,,0.77944
228.9225,25.6425,19926,HD 135679,"(15.0, 15.0, 41.4)",7.0,V,15 15 41.4,+25 38 33,38.62,57.77,Simbad,HD 135679,228.9227003525,25.6425358477,0.0,0.0,90.0,28,15 15 41.44808,+25 38 33.1291,A,2020yCat.1350....0G,Star,*|IR|UV,-4.0,4.4,-1.33E-5,1.47E-5,,,3.8071,0.0371,-1.454,-2.405,0.023,0.038,90,,,,6.897,6.96,,6.97,7.038,7.063,,,,,,0.662915
66.86125,50.718056,7953,LS   V +50   7,"(4.0, 27.0, 26.7)",9.2,V,04 27 26.7,+50 43 05,153.75,1.25,Simbad,HD  27968,66.8614621124,50.7181472122,0.0,0.0,90.0,14,04 27 26.75091,+50 43 05.3300,A,2020yCat.1350....0G,Star,*|IR,-3.9,0.326,-1.3E-5,1.1E-6,A,,1.4202,0.0385,-2.832,-1.465,0.045,0.031,90,,,,9.62,9.18,,8.162,8.086,8.035,,,,,,0.584433
86.3825,29.298611,8526,LS   V +29   9,"(5.0, 45.0, 31.8)",7.4,V,05 45 31.8,+29 17 55,179.68,0.17,Simbad,HD  38232,86.3823675586,29.2985176256,0.0,0.0,90.0,24,05 45 31.76821,+29 17 54.6635,A,2020yCat.1350....0G,Star,*|IR,-3.89,0.7,-1.3E-5,2.3E-6,F5II,,0.8017,0.0407,0.792,-2.217,0.047,0.027,90,,,,8.04,7.45,,5.889,5.654,5.529,,,,,,0.534681
60.729583,62.421389,14646,HD 25090,"(4.0, 2.0, 55.1)",7.3,V,04 02 55.1,+62 25 17,143.19,7.34,Simbad,HD  25090,60.7297757211,62.4213121932,0.0,0.0,90.0,46,04 02 55.14617,+62 25 16.7239,A,2020yCat.1350....0G,**,*|**|IR|UV,-3.0,4.4,-1.0E-5,1.47E-5,B0.5III,,0.36,0.1729,0.011,-0.466,0.193,0.178,90,0.0067,0.0,179,7.64,7.34,,6.66,6.654,6.626,,,,,,0.423824
