_RAJ2000,_DEJ2000,ALS,Name,RAJ,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
77.42625,39.586389,8198,LS   V +39  16,"(5.0, 9.0, 42.3)",8.6,V,05 09 42.3,+39 35 11,167.04,-0.23,Simbad,V* TT Aur,77.4261989049,39.5863153161,0.0,0.0,90.0,136,05 09 42.28774,+39 35 10.7351,A,2020yCat.1350....0G,EB*,*|EB*|IR|SB*|UV|V*,10.2,0.9,3.4E-5,3.0E-6,B2Vn,,0.9153,0.0239,0.265,-2.732,0.027,0.019,90,,,,8.668,8.602,,8.358,8.394,8.418,,,,,,0.300765
81.375,34.186111,8334,LS   V +34   7,"(5.0, 25.0, 30.0)",6.7,V,05 25 30.0,+34 11 10,173.27,-0.77,Simbad,HD  35327,81.3749954431,34.1863620242,0.0,0.0,90.0,21,05 25 29.99891,+34 11 10.9033,A,2020yCat.1350....0G,Star,*|IR,10.5,3.7,3.5E-5,1.23E-5,F2,,0.3717,0.0282,0.031,-2.615,0.037,0.027,90,,,,7.312,6.683,,5.255,4.845,4.685,,,,,,0.903789
88.31875,32.179444,8577,LS   V +32  13,"(5.0, 53.0, 16.5)",8.8,V,05 53 16.5,+32 10 46,178.06,3.08,Simbad,HD  39316,88.3187279204,32.1795912678,0.0,0.0,90.0,13,05 53 16.49470,+32 10 46.5286,A,2020yCat.1350....0G,Star,*|IR,11.3,,3.77E-5,,F0,,0.4663,0.0244,1.858,-1.956,0.023,0.015,90,,,,9.25,8.78,,7.417,7.226,7.096,,,,,,0.534416
81.293333,20.583889,8335,LS   V +20   3,"(5.0, 25.0, 10.4)",6.8,V,05 25 10.4,+20 35 02,184.58,-8.39,Simbad,HD  35395,81.2932331014,20.5837230066,0.0,0.0,90.0,39,05 25 10.37594,+20 35 01.4028,A,2020yCat.1350....0G,V*,*|IR|UV|V*,11.5,2.0,3.84E-5,6.7E-6,B0.5III:,,1.1054,0.0296,-0.515,-3.998,0.03,0.022,90,,,,6.981,6.757,,6.144,6.139,6.099,,,,,,0.685892
82.040417,35.281944,8379,LS   V +35  17,"(5.0, 28.0, 9.7)",9.9,P,05 28 09.7,+35 16 55,172.66,0.3,Simbad,BD+35  1114,82.0403849661,35.2816706372,0.0,0.0,90.0,11,05 28 09.69239,+35 16 54.0143,A,2020yCat.1350....0G,Be*,*|Be*|Be?|EB*|Em*|IR|V*,11.67,1.246,3.89E-5,4.2E-6,OB-,,0.4575,0.0178,-0.016,-2.175,0.021,0.016,90,,,,10.09,9.81,9.54,8.744,8.669,8.593,,,,,,0.988598
92.744167,20.571944,17606,HD 42333,"(6.0, 10.0, 58.6)",9.2,V,06 10 58.6,+20 34 19,190.12,0.8,Simbad,HD  42333,92.7442634801,20.5721148209,0.0,0.0,90.0,15,06 10 58.62324,+20 34 19.6134,A,2020yCat.1350....0G,Star,*|IR|UV,12.174,0.574,4.06E-5,1.9E-6,A0,,1.532,0.019,-1.1,-7.352,0.021,0.016,90,,,,9.34,9.23,,8.976,8.99,8.946,,,,,,0.695638
87.980833,27.032778,8567,LS   V +27  12,"(5.0, 51.0, 55.4)",10.2,V,05 51 55.4,+27 01 58,182.35,0.21,Simbad,BD+26   980,87.98087958,27.0327675039,0.0,0.0,90.0,25,05 51 55.41110,+27 01 57.9630,A,2020yCat.1350....0G,Star,*|IR,12.6,4.1,4.2E-5,1.37E-5,O9.5V(n),,0.6597,0.0148,-0.384,-2.318,0.016,0.01,90,,,,10.56,10.17,,9.155,9.11,8.982,,,,,,0.154073
75.32875,26.534444,8129,LS   V +26   1,"(5.0, 1.0, 18.9)",7.4,V,05 01 18.9,+26 32 04,176.47,-9.46,Simbad,HD  32018,75.3288111922,26.5342946905,0.0,0.0,90.0,26,05 01 18.91469,+26 32 03.4609,A,2020yCat.1350....0G,Star,*|**|IR|UV,13.2,1.7,4.4E-5,5.7E-6,B2IV,,1.9627,0.0248,0.647,-5.362,0.029,0.018,90,,,,7.93,7.51,,6.218,6.11,6.04,,,,,,0.572508
81.118333,30.191944,8321,LS   V +30   4,"(5.0, 24.0, 28.4)",9.4,V,05 24 28.4,+30 11 31,176.46,-3.19,Simbad,HD  35215,81.1181554494,30.1919267437,0.0,0.0,90.0,42,05 24 28.35731,+30 11 30.9363,A,2020yCat.1350....0G,Star,*|IR|UV,14.01,0.467,4.67E-5,1.6E-6,B1V,,0.6479,0.0262,1.134,-1.758,0.031,0.023,90,,,,9.49,9.42,,9.17,9.187,9.174,,,,,,0.555956
87.977917,32.239722,8565,LS   V +32  12,"(5.0, 51.0, 54.7)",8.8,V,05 51 54.7,+32 14 23,177.86,2.86,Simbad,HD  39136,87.9782288969,32.2397535511,0.0,0.0,90.0,29,05 51 54.77494,+32 14 23.1128,A,2020yCat.1350....0G,Star,*|IR|UV,14.7,10.0,4.9E-5,3.34E-5,B3III,,0.5979,0.0272,-0.104,-2.326,0.03,0.02,90,,,,8.88,8.77,,8.511,8.529,8.515,,,,,,0.956483
84.934167,25.896944,16395,HR 1928,"(5.0, 39.0, 44.2)",5.2,V,05 39 44.2,+25 53 49,181.9,-2.71,Simbad,* 125 Tau,84.9341699762,25.8970944514,0.0,0.0,90.0,111,05 39 44.20079,+25 53 49.5400,A,2020yCat.1350....0G,SB*,*|IR|SB*|UV,14.8,0.9,4.94E-5,3.0E-6,B3IV,,5.2553,0.1378,12.404,-22.558,0.17,0.086,90,,,,5.015,5.166,,5.415,5.504,5.512,,,,,,0.541711
90.22375,23.332778,8642,LS   V +23  12,"(6.0, 0.0, 53.7)",10.1,V,06 00 53.7,+23 19 58,186.57,0.11,Simbad,HD 250241,90.2238974684,23.3328701977,0.0,0.0,90.0,22,06 00 53.73539,+23 19 58.3327,A,2020yCat.1350....0G,Star,*|IR,15.0,10.0,5.0E-5,3.34E-5,B3III,,0.4678,0.0252,-0.109,-2.217,0.021,0.016,90,,,,10.35,10.03,,9.136,9.05,9.001,,,,,,0.589739
90.940833,26.905278,8674,LS   V +26  19,"(6.0, 3.0, 45.8)",9.8,V,06 03 45.8,+26 54 19,183.78,2.43,Simbad,HD 250830,90.9411090221,26.9052445297,0.0,0.0,90.0,10,06 03 45.86617,+26 54 18.8803,A,2020yCat.1350....0G,Star,*|**|IR,15.4,,5.14E-5,,F0,,0.461,0.0178,1.698,-2.599,0.019,0.014,90,,,,10.35,9.86,,8.579,8.347,8.254,,,,,,0.894274
82.1875,34.247222,8391,LS   V +34  38,"(5.0, 28.0, 45.0)",10.7,V,05 28 45.0,+34 14 50,173.59,-0.18,Simbad,LS   V +34   38,82.1876048221,34.2472755846,0.0,0.0,90.0,7,05 28 45.02516,+34 14 50.1921,A,2020yCat.1350....0G,Star,*|IR,15.601,3.837,5.2E-5,1.28E-5,B9V,,0.4888,0.0206,0.502,-1.663,0.021,0.015,90,,,,10.92,10.67,,10.08,10.036,9.999,,,,,,0.366761
81.784583,30.208611,8349,LS   V +30   7,"(5.0, 27.0, 8.3)",5.7,V,05 27 08.3,+30 12 31,176.76,-2.7,Simbad,HD  35600,81.7844681618,30.2086027325,0.0,0.0,90.0,79,05 27 08.27236,+30 12 30.9698,A,2020yCat.1350....0G,Star,*|IR|UV,15.9,0.4,5.3E-5,1.3E-6,B9Ib,,1.1026,0.0422,-0.751,-4.654,0.042,0.032,90,,,,5.861,5.72,,5.057,5.027,4.974,,,,,,0.358513
92.433333,23.113333,8752,LS   V +23  32,"(6.0, 9.0, 44.0)",5.8,V,06 09 44.0,+23 06 48,187.75,1.77,Simbad,*   3 Gem,92.4332720623,23.1134645057,0.0,0.0,90.0,223,06 09 43.98529,+23 06 48.4722,A,2020yCat.1350....0G,BlueSG*,*|**|Em*|IR|Pu*|UV|V*|s*b,16.0,4.3,5.34E-5,1.43E-5,B3Ia,,0.3878,0.0616,-0.064,-2.685,0.086,0.056,90,0.01,0.0,347,5.96,5.75,,5.393,5.207,5.23,,,,,,0.514623
90.98,20.138333,8679,LS   V +20  11,"(6.0, 3.0, 55.2)",4.6,V,06 03 55.2,+20 08 18,189.69,-0.86,Simbad,* chi02 Ori,90.9799348777,20.1384522615,0.0,0.0,90.0,440,06 03 55.18437,+20 08 18.4281,A,2020yCat.1350....0G,BlueSG*,*|Em*|IR|Pu*|UV|V*|s*b,16.8,0.9,5.6E-5,3.0E-6,B2Ia,,0.7636,0.1219,0.962,-2.5,0.114,0.093,90,,,,4.91,4.63,4.32,4.04,4.039,3.84,,,,,,0.482474
84.853333,30.890556,8472,LS   V +30  11,"(5.0, 39.0, 24.8)",7.6,V,05 39 24.8,+30 53 26,177.63,-0.11,Simbad,HD  37366,84.853343472,30.8907676479,0.0,0.0,90.0,77,05 39 24.80243,+30 53 26.7635,A,2020yCat.1350....0G,SB*,*|**|IR|SB*|UV,16.857,0.049,5.62E-5,2.0E-7,O9.5IV,,0.7824,0.0538,-0.16,-2.708,0.066,0.042,90,0.01,0.0,293,7.71,7.64,,7.375,7.39,7.437,,,,,,0.762619
84.095833,34.175556,8449,LS   V +34  55,"(5.0, 36.0, 23.0)",9.0,V,05 36 23.0,+34 10 32,174.51,1.11,Simbad,BD+34  1109,84.0960568412,34.1757420302,0.0,0.0,90.0,18,05 36 23.05364,+34 10 32.6713,A,2020yCat.1350....0G,Star,*|IR,17.0,5.0,5.67E-5,1.67E-5,B3,,0.8221,0.0256,-0.318,-3.262,0.029,0.022,90,,,,8.97,8.96,,8.864,8.923,8.918,,,,,,0.94497
77.824583,22.116944,8222,LS   V +22   1,"(5.0, 11.0, 17.9)",8.1,V,05 11 17.9,+22 07 01,181.46,-10.21,Simbad,HD  33466,77.8244687172,22.1168758823,0.0,0.0,90.0,10,05 11 17.87249,+22 07 00.7532,A,2020yCat.1350....0G,Star,*|IR,17.08,0.4,5.7E-5,1.3E-6,F2,,0.4912,0.029,1.951,-1.341,0.03,0.021,90,,,,8.86,8.11,,6.29,6.007,5.848,,,,,,0.453218
99.7075,23.0675,9065,LS   V +23  74,"(6.0, 38.0, 49.8)",9.4,V,06 38 49.8,+23 04 03,190.9,7.68,Simbad,HD 261071,99.70774873,23.0675808827,0.0,0.0,90.0,12,06 38 49.85970,+23 04 03.2912,A,2020yCat.1350....0G,Star,*|IR|UV,17.099,1.875,5.7E-5,6.3E-6,B5,,0.4447,0.0386,1.407,-2.429,0.041,0.032,90,,,,9.23,9.37,,9.515,9.587,9.615,,,,,,0.873776
82.562917,20.551667,19908,HD 36113,"(5.0, 30.0, 15.1)",7.1,V,05 30 15.1,+20 33 06,185.26,-7.41,Simbad,HD  36113,82.5627452972,20.5516109566,0.0,0.0,90.0,35,05 30 15.05887,+20 33 05.7994,A,2020yCat.1350....0G,Star,*|IR|UV,17.1,1.5,5.7E-5,5.0E-6,B5,,4.4081,0.0482,-6.846,-15.435,0.049,0.034,90,,,,7.03,7.08,,7.046,7.076,7.079,,,,,,0.612946
84.046667,44.326389,15881,HD 36756,"(5.0, 36.0, 11.2)",7.2,V,05 36 11.2,+44 19 35,165.9,6.51,Simbad,HD  36756,84.0464500613,44.3264233625,0.0,0.0,90.0,30,05 36 11.14801,+44 19 35.1241,A,2020yCat.1350....0G,PM*,*|IR|PM*|UV,17.2,0.5,5.74E-5,1.7E-6,F5,,13.2413,0.0894,-104.411,3.94,0.093,0.054,90,,,,7.69,7.25,,6.316,6.112,6.051,,,,,,0.572221
69.014167,36.6675,8002,LS   V +36   1,"(4.0, 36.0, 3.4)",9.3,V,04 36 03.4,+36 40 03,165.11,-7.2,Simbad,HD 280006,69.0139970879,36.6675344964,0.0,0.0,90.0,16,04 36 03.35930,+36 40 03.1242,A,2020yCat.1350....0G,Em*,*|Em*|IR,17.911,0.223,5.97E-5,7.0E-7,A0Ibe:,,1.7487,0.2136,0.36,-4.64,0.239,0.194,90,,,,9.78,9.31,,7.867,7.747,7.678,,,,,,0.506113
80.667083,33.319444,8295,LS   V +33  16,"(5.0, 22.0, 40.1)",9.4,V,05 22 40.1,+33 19 10,173.65,-1.74,Simbad,HD 242926,80.667064902,33.3192777417,0.0,0.0,90.0,82,05 22 40.09558,+33 19 09.3999,A,2020yCat.1350....0G,YSO,*|**|IR|X|Y*O,18.0,1.0,6.0E-5,3.3E-6,O7Vz,,0.0493,0.4283,-0.103,-1.072,0.524,0.373,90,,,,9.65,9.4,,8.508,8.417,8.374,,,,,,0.601001
86.4025,30.167778,8527,LS   V +30  17,"(5.0, 45.0, 36.6)",8.5,V,05 45 36.6,+30 10 04,178.95,0.64,Simbad,HD  38231,86.402201775,30.1677033319,0.006,0.004,90.0,22,05 45 36.52843,+30 10 03.7320,A,2007A&A...474..653V,EB*,*|IR|UV,18.034,0.156,6.02E-5,5.0E-7,B5,,3.26,6.13,-0.37,-12.14,7.97,5.36,0,,,,8.45,8.4,,8.407,8.458,8.473,,,,,,0.966337
94.830417,23.469444,8869,LS   V +23  56,"(6.0, 19.0, 19.3)",6.9,V,06 19 19.3,+23 28 10,188.49,3.87,Simbad,*  11 Gem,94.8304001955,23.469406115,0.0,0.0,90.0,122,06 19 19.29605,+23 28 09.8620,A,2020yCat.1350....0G,PulsV*bCep,*|IR|UV|V*|bC*,18.2,2.0,6.07E-5,6.7E-6,B0II,,0.4658,0.0279,0.475,-1.212,0.031,0.023,90,,,,7.21,6.92,,6.153,6.043,6.011,,,,,,0.147243
76.4725,26.43,8166,LS   V +26   2,"(5.0, 5.0, 53.4)",6.6,V,05 05 53.4,+26 25 48,177.18,-8.7,Simbad,HD  32656,76.4725470778,26.4299325755,0.0,0.0,90.0,38,05 05 53.41130,+26 25 47.7573,A,2020yCat.1350....0G,Star,*|IR|UV,18.3,1.5,6.1E-5,5.0E-6,,,3.5198,0.0306,0.74,-8.638,0.044,0.027,90,,,,6.69,6.61,,6.143,6.136,6.128,,,,,,0.286269
69.563333,31.998889,14647,HD 29309,"(4.0, 38.0, 15.2)",7.1,V,04 38 15.2,+31 59 56,168.96,-9.95,Simbad,HD  29309,69.5634741434,31.9987896951,0.0,0.0,90.0,42,04 38 15.23379,+31 59 55.6429,A,2020yCat.1350....0G,Star,*|IR|UV,18.4,2.0,6.14E-5,6.7E-6,B2V,,2.0213,0.0302,1.373,-8.562,0.039,0.026,90,,,,7.4,7.14,,6.122,6.041,5.926,,,,,,0.559902
94.74875,23.001111,8866,LS   V +23  55,"(6.0, 18.0, 59.7)",7.9,V,06 18 59.7,+23 00 04,188.87,3.59,Simbad,HD  43753,94.7487821777,23.0011330293,0.0,0.0,90.0,52,06 18 59.70772,+23 00 04.0789,A,2020yCat.1350....0G,Star,*|IR,19.0,7.4,6.34E-5,2.47E-5,B0.5III,,0.5066,0.0273,0.48,-1.538,0.033,0.024,90,,,,8.14,7.89,,7.076,7.051,6.961,,,,,,0.132889
95.869167,20.392222,8922,LS   V +20  39,"(6.0, 23.0, 28.6)",9.0,V,06 23 28.6,+20 23 32,191.66,3.29,Simbad,HD  44597,95.8689112139,20.3921265685,0.0,0.0,90.0,39,06 23 28.53869,+20 23 31.6556,A,2020yCat.1350....0G,Star,*|IR|UV,19.261,0.056,6.42E-5,2.0E-7,O9V,,0.5266,0.0232,2.046,-2.864,0.028,0.02,90,,,,9.23,9.05,,8.528,8.503,8.534,,,,,,0.928982
84.41125,21.142778,8464,LS   V +21  11,"(5.0, 37.0, 38.7)",3.0,V,05 37 38.7,+21 08 34,185.69,-5.64,Simbad,* zet Tau,84.4111892629,21.1425441122,0.001,0.001,90.0,714,05 37 38.68542,+21 08 33.1588,A,2007A&A...474..653V,Be*,*|Be*|Em*|IR|SB*|UV|V*|X,20.0,2.5,6.67E-5,8.3E-6,B1IVe_shell,,7.33,0.82,1.78,-20.07,0.88,0.65,0,,,,2.84,3.03,3.06,3.21,3.07,2.97,,,,,,0.866341
87.84,27.676111,8561,LS   V +27  11,"(5.0, 51.0, 21.6)",9.4,V,05 51 21.6,+27 40 34,181.73,0.43,Simbad,HD 248290,87.8401928193,27.6763042873,0.0,0.0,90.0,9,05 51 21.64628,+27 40 34.6954,A,2020yCat.1350....0G,Em*,*|Em*|IR,20.0,,6.67E-5,,B,,0.7943,0.0246,1.331,-2.854,0.024,0.016,90,,,,9.64,9.43,,8.92,8.907,8.86,,,,,,0.928481
138.450833,43.217778,16574,HR 3652,"(9.0, 13.0, 48.2)",5.3,V,09 13 48.2,+43 13 04,177.86,43.61,Simbad,*  36 Lyn,138.4508882421,43.2178316536,0.0,0.0,90.0,209,09 13 48.21318,+43 13 04.1940,A,2020yCat.1350....0G,RotV*,*|IR|Ro*|UV|V*,21.3,1.7,7.11E-5,5.7E-6,,,5.2687,0.1577,-30.236,-32.032,0.135,0.138,90,,,,5.148,5.282,,5.409,5.526,5.531,,,,,,0.24148
61.937917,51.452778,7890,LS   V +51  14,"(4.0, 7.0, 45.1)",7.6,V,04 07 45.1,+51 27 10,151.02,-0.38,Simbad,HD  25787,61.9380516518,51.4528034625,0.0,0.0,90.0,28,04 07 45.13240,+51 27 10.0925,A,2020yCat.1350....0G,Star,*|IR|UV,21.608,0.132,7.21E-5,4.0E-7,B2V,,1.0583,0.0303,0.14,-3.369,0.031,0.027,90,,,,7.65,7.64,,7.564,7.617,7.675,,,,,,0.315676
82.272917,31.060556,8395,LS   V +31   5,"(5.0, 29.0, 5.5)",9.4,V,05 29 05.5,+31 03 38,176.29,-1.88,Simbad,HD 243971,82.2731172995,31.0605260944,0.0,0.0,90.0,6,05 29 05.54815,+31 03 37.8939,A,2020yCat.1350....0G,Star,*|IR,22.05,0.13,7.36E-5,4.0E-7,F0,,0.4872,0.0221,0.839,-2.091,0.023,0.018,90,,,,10.32,9.46,,7.036,6.71,6.531,,,,,,0.627004
77.210833,41.740556,8185,LS   V +41  28,"(5.0, 8.0, 50.6)",8.9,V,05 08 50.6,+41 44 26,165.21,0.92,Simbad,HD  32961,77.2106729492,41.7405883109,0.0,0.0,90.0,17,05 08 50.56151,+41 44 26.1179,A,2020yCat.1350....0G,Em*,*|Em*|IR|UV,22.601,0.594,7.54E-5,2.0E-6,OB-e,,0.7825,0.0318,-0.113,-2.86,0.036,0.027,90,,,,8.89,8.93,,8.904,8.97,9.008,,,,,,0.445386
84.82625,29.215,8471,LS   V +29   6,"(5.0, 39.0, 18.3)",6.0,V,05 39 18.3,+29 12 54,179.04,-1.03,Simbad,HD  37367,84.826306473,29.2152191258,0.0,0.0,90.0,127,05 39 18.31355,+29 12 54.7889,A,2020yCat.1350....0G,Star,*|IR|UV|V*,22.9,1.9,7.64E-5,6.3E-6,B2IV-V,,0.762,0.1436,-3.106,-7.262,0.138,0.087,90,,,,6.116,5.984,,5.475,5.468,5.391,,,,,,0.808563
77.657917,41.198056,8209,LS   V +41  31,"(5.0, 10.0, 37.9)",9.4,V,05 10 37.9,+41 11 53,165.85,0.87,Simbad,HD 277667,77.6579810689,41.1980674358,0.0,0.0,90.0,16,05 10 37.91546,+41 11 53.0428,A,2020yCat.1350....0G,Star,*|IR|UV,22.939,0.522,7.65E-5,1.7E-6,B3,,1.3142,0.4075,2.497,-4.72,0.473,0.337,90,,,,9.44,9.47,,9.281,9.34,9.317,,,,,,0.178364
83.862917,24.039722,17288,HD 36819,"(5.0, 35.0, 27.1)",5.4,V,05 35 27.1,+24 02 23,182.95,-4.52,Simbad,* 121 Tau,83.8630436367,24.0395901858,0.0,0.0,90.0,89,05 35 27.13047,+24 02 22.5247,A,2007A&A...474..653V,Star,*|IR|UV|X,23.0,0.9,7.67E-5,3.0E-6,B2.5IV,,5.9,0.22,15.52,-19.67,0.31,0.12,90,,,,5.29,5.38,,5.466,5.537,5.558,,,,,,0.63129
71.427083,23.627778,16553,HR 1512,"(4.0, 45.0, 42.5)",6.3,V,04 45 42.5,+23 37 40,176.62,-14.03,Simbad,HD  30122,71.4269458421,23.6279931432,0.0,0.0,90.0,63,04 45 42.46700,+23 37 40.7753,A,2020yCat.1350....0G,Star,*|IR|UV,23.2,2.0,7.74E-5,6.7E-6,B,,3.8514,0.0308,9.012,-17.595,0.04,0.026,90,,,,6.386,6.329,,6.075,6.106,6.099,,,,,,0.896949
88.920417,20.078611,7,LS     7,"(5.0, 55.0, 40.9)",10.9,V,05 55 40.9,+20 04 43,188.78,-2.57,Simbad,ALS     7,88.9204166667,20.0786111111,,,172.0,3,"05 55 40.9    ","+20 04 43     ",E,2003AJ....125.2531R,Star,*,23.6,1.7,7.87E-5,5.7E-6,B1IV,,,,,,,,,,,,,10.9,,,,,,,,,,0.001196
90.281667,23.305,8650,LS   V +23  16,"(6.0, 1.0, 7.6)",7.4,V,06 01 07.6,+23 18 18,186.62,0.14,Simbad,HD 250290,90.2818784777,23.3048575441,0.0,0.0,90.0,56,06 01 07.65083,+23 18 17.4872,A,2020yCat.1350....0G,Star,*|IR,23.7,1.9,7.91E-5,6.3E-6,B3Ib,,0.4932,0.0218,0.12,-2.203,0.025,0.017,90,,,,7.9,7.41,,5.85,5.67,5.552,,,,,,0.867119
94.962083,23.825556,8880,LS   V +23  62,"(6.0, 19.0, 50.9)",9.5,V,06 19 50.9,+23 49 32,188.23,4.15,Simbad,HD 255091,94.9621915294,23.8257723944,0.0,0.0,90.0,19,06 19 50.92597,+23 49 32.7806,A,2020yCat.1350....0G,V*,*|IR|V*,24.176,0.411,8.06E-5,1.4E-6,B2V,,0.5378,0.0221,0.562,-1.483,0.023,0.016,90,,,,9.7,9.57,9.6,9.059,9.085,9.055,,10.11,9.57,9.84,,0.857096
91.39125,33.599167,17415,HR 2139,"(6.0, 5.0, 33.9)",6.2,V,06 05 33.9,+33 35 57,178.1,6.02,Simbad,HD  41269,91.3912461202,33.5990497704,0.0,0.0,90.0,57,06 05 33.89907,+33 35 56.5792,A,2020yCat.1350....0G,Star,*|IR|UV,24.9,2.0,8.31E-5,6.7E-6,B9VpSrCr,,5.4384,0.0598,-3.843,-8.674,0.057,0.039,90,,,,6.136,6.213,,6.255,6.314,6.329,,,,,,0.422187
85.379583,38.188333,8485,LS   V +38  17,"(5.0, 41.0, 31.1)",8.2,V,05 41 31.1,+38 11 18,171.66,4.12,Simbad,HD  37614,85.3795584431,38.1883208064,0.0,0.0,90.0,42,05 41 31.09403,+38 11 17.9549,A,2020yCat.1350....0G,**,*|**|IR|UV,26.007,1.541,8.68E-5,5.1E-6,B2III,,0.8154,0.0327,-0.151,-2.857,0.042,0.021,90,,,,8.28,8.23,,7.944,7.956,7.891,,,,,,0.082189
88.289167,27.044444,8578,LS   V +27  13,"(5.0, 53.0, 9.4)",9.8,V,05 53 09.4,+27 02 40,182.48,0.45,Simbad,HD 248666,88.2893811275,27.0445060373,0.0,0.0,90.0,17,05 53 09.45147,+27 02 40.2217,A,2020yCat.1350....0G,Star,*|IR,26.4,2.7,8.81E-5,9.0E-6,B,,0.6186,0.0149,-1.301,-3.395,0.015,0.01,90,,,,10.29,9.85,,8.546,8.412,8.347,,,,,,0.72198
96.22,29.706944,16424,HR 2297,"(6.0, 24.0, 52.8)",6.7,V,06 24 52.8,+29 42 25,183.5,7.85,Simbad,HD  44766,96.2198011304,29.7070587581,0.0,0.0,90.0,33,06 24 52.75227,+29 42 25.4115,A,2020yCat.1350....0G,Star,*|IR|UV,29.0,4.4,9.67E-5,1.47E-5,B8IIIn,,3.4386,0.0389,-2.505,-14.36,0.043,0.033,90,,,,6.634,6.697,,6.718,6.788,6.774,,,,,,0.746563
80.580833,33.8,8288,LS   V +33  13,"(5.0, 22.0, 19.4)",8.7,V,05 22 19.4,+33 48 00,173.21,-1.52,Simbad,LS   V +33   13,80.5807871858,33.8001141212,0.0,0.0,90.0,14,05 22 19.38892,+33 48 00.4108,A,2020yCat.1350....0G,EB*,*|**|IR,31.316,1.181,1.045E-4,3.9E-6,,,0.9172,0.0241,-0.302,-3.186,0.026,0.018,90,,,,9.72,9.66,,9.377,9.392,9.383,,,,,,0.433094
77.404583,20.584722,8205,LS   V +20   1,"(5.0, 9.0, 37.1)",10.5,P,05 09 37.1,+20 35 05,182.51,-11.41,Simbad,HD 241110,77.4046444262,20.5848889065,0.0,0.0,90.0,7,05 09 37.11466,+20 35 05.6001,A,2020yCat.1350....0G,Star,*|IR,33.44,4.29,1.116E-4,1.43E-5,A7,,3.8262,0.0157,-6.852,-7.068,0.021,0.014,90,,,,10.09,9.36,,7.545,7.284,7.116,,,,,,0.635525
87.1725,28.324444,8542,LS   V +28  11,"(5.0, 48.0, 41.4)",8.3,V,05 48 41.4,+28 19 28,180.87,0.26,Simbad,HD  38658,87.1722329902,28.3245902372,0.0,0.0,90.0,41,05 48 41.33592,+28 19 28.5249,A,2020yCat.1350....0G,Star,*|IR|UV,34.391,0.118,1.147E-4,4.0E-7,B3II,,0.6928,0.0348,1.157,-1.894,0.035,0.022,90,,,,8.5,8.37,,7.818,7.806,7.808,,,,,,0.996556
83.194167,26.7475,8425,LS   V +26   4,"(5.0, 32.0, 46.6)",8.3,V,05 32 46.6,+26 44 51,180.34,-3.57,Simbad,HD  36441,83.1942881031,26.7474136606,0.0,0.0,90.0,32,05 32 46.62914,+26 44 50.6892,A,2020yCat.1350....0G,Star,*|IR|UV,37.575,0.165,1.253E-4,5.0E-7,B1.5IV-V((n)),,1.0535,0.0453,-0.338,-3.714,0.051,0.036,90,,,,8.29,8.23,,8.018,8.03,8.013,,,,,,0.498178
75.739167,42.569167,8142,LS   V +42  19,"(5.0, 2.0, 57.4)",7.4,V,05 02 57.4,+42 34 09,163.89,0.55,Simbad,HD  32143,75.7390731991,42.5690420365,0.0,0.0,90.0,26,05 02 57.37757,+42 34 08.5513,A,2020yCat.1350....0G,Star,*|IR|UV,39.474,0.241,1.317E-4,8.0E-7,B8,,0.8335,0.0424,-0.473,-2.408,0.054,0.042,90,,,,7.41,7.5,,7.619,7.693,7.75,,,,,,0.514032
81.3275,30.166667,8332,LS   V +30   6,"(5.0, 25.0, 18.6)",8.8,V,05 25 18.6,+30 10 00,176.58,-3.05,Simbad,HD  35328,81.32773875,30.1668119444,0.029,0.025,90.0,13,"05 25 18.6573 ","+30 10 00.523 ",C,1998A&A...335L..65H,EB*,*|**|IR|UV,40.094,0.609,1.337E-4,2.0E-6,B8,,,,2.3,-5.1,1.3,1.2,90,,,,8.91,8.86,,8.538,8.567,8.551,,,,,,0.908001
83.047083,34.940278,8420,LS   V +34  49,"(5.0, 32.0, 11.3)",8.8,V,05 32 11.3,+34 56 25,173.4,0.79,Simbad,HD  36280,83.0470779013,34.9401479648,0.0,0.0,90.0,30,05 32 11.29870,+34 56 24.5327,A,2020yCat.1350....0G,Star,*|IR|UV,45.728,0.476,1.525E-4,1.6E-6,B0.5IVn,,0.3435,0.0437,0.525,-2.103,0.044,0.034,90,,,,8.92,8.86,,8.623,8.639,8.652,,,,,,0.468368
85.582917,43.059722,8491,LS   V +43  29,"(5.0, 42.0, 19.9)",7.2,V,05 42 19.9,+43 03 35,167.57,6.79,Simbad,HD  37657,85.5827779078,43.0595883317,0.0,0.0,90.0,69,05 42 19.86670,+43 03 34.5180,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,47.8,2.0,1.595E-4,6.7E-6,B3Vne,,1.4318,0.0335,-2.197,-5.26,0.034,0.023,90,,,,7.25,7.25,,6.814,6.753,6.593,,,,,,0.604492
