source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,bp_g,bp_rp,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,duplicated_source,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,g_rp,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,has_rvs,has_xp_continuous,has_xp_sampled,in_andromeda_survey,in_galaxy_candidates,in_qso_candidates,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,libname_gspphot,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,matched_transits,matched_transits_removed,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,new_matched_transits,non_single_star,nu_eff_used_in_astrometry,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,phot_variable_flag,pm,pmdec_pseudocolour_corr,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra_dec_corr,radial_velocity,radial_velocity_error,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,ref_epoch,rv_amplitude_robust,rv_atm_param_origin,rv_chisq_pvalue,rv_expected_sig_to_noise,rv_method_used,rv_nb_deblended_transits,rv_nb_transits,rv_renormalised_gof,rvs_spec_sig_to_noise,rv_template_fe_h,rv_template_logg,rv_template_teff,rv_time_duration,rv_visibility_periods_used,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,vbroad,vbroad_error,vbroad_nb_transits,visibility_periods_used,source_id,ra,dec,l,b,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax_error,pmra_error,pmdec_error,ruwe,bp_g,bp_rp,pm,radial_velocity,radial_velocity_error,teff_gspphot,RAJ2000,DEJ2000,Simbad,main_id,main_type,other_types,radvel,radvel_err,sp_type,V,vtan,icrstogal,gal_cord,gal_X,gal_Y,gal_Z,abs_g
190070242930875776,Gaia DR3 190070242930875776,84.81195036490016,38.54964750114113,171.1204772919602,3.9296192045163476,85.79776944877347,15.186015024801902,0.8883038417312504,-0.3786501702073222,-2.5879880650489295,8.472334,8.48097,8.394726,0.02206886,0.018166065,0.025796577,0.025762336,0.02043099,0.8476316,0.7395,0.7362,0.7433,806.0614,0.16184351,22.581038,-3.377186,28,3,242,245,245,31,0,0.036709253,0.7529,0.7497,0.7566,0.008636475,0.08624458,1.00713785E-10,3.1925232E-5,1.976344E-6,-0.29846567,-0.2562796,0.155933,,1175.107,1147.0345,1207.8345,1,0.4,0.3982,0.4022,0.07760811,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.07634774,165.3893,OB,3.7084,3.6889,3.7263,30,1,0.0033,7.0E-4,0.0101,11,0,1.7390141,34.43495,0.22840033,0.17038994,,5533866.876340276,4199.049,1317.8859,0,0,27,1.1715958,7691536.070996173,2622.0696,2933.3835,248,0,3477504.9977509566,1913.5431,1817.3121,3,0,27,NOT_AVAILABLE,2.6155417,,-0.16568558,,,,-0.052138254,,,789903571,0.12608464,0.21296354,-0.03738886,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,18981.096,18864.643,19099.691,,,,17,190070242930875776,84.81195036490016,38.54964750114113,171.1204772919602,3.9296192045163476,0.8883038417312504,-0.3786501702073222,-2.5879880650489295,8.472334,8.48097,8.394726,0.025796577,0.025762336,0.02043099,0.8476316,0.008636475,0.08624458,2.6155417,,,18981.096,05 39 14.9,+38 32 59,Simbad,HD  37290,Star,*|IR|UV,,,B8,8.51,13.986006223266934,"(-1.1096341260705884, 0.17335778571496097, 0.07714819395914194)","(-1.1096341260705886, 0.17335778571496177, 0.07714819395914178)",-1.1096341260705886,0.17335778571496177,0.07714819395914178,-1.7848582982637318
3375801864678236672,Gaia DR3 3375801864678236672,94.58731326914786,20.566779035333187,190.9459595883343,2.30966922786533,94.29953793718761,-2.804062446210623,0.5261502413312087,0.49305352244541034,-2.5580534278194804,10.583295,10.673542,10.38107,0.017113425,0.015482643,0.021093003,0.022504935,0.016858635,0.95122814,1.0499,1.0443,1.0559,607.22766,0.11751089,16.312033,-0.99492157,26,3,223,226,226,31,1,0.031792548,1.0908,1.0853,1.0967,0.090247154,0.2924719,2.6216305E-9,0.0016254578,5.1445226E-5,-0.39514962,-0.2765983,0.09884661,,1689.4016,1476.7379,1790.6993,0,0.5686,0.5655,0.572,0.20222473,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.08156787,178.1313,A,3.8804,3.834,3.9723,26,2,-0.5741,-0.7509,-0.3765,9,0,1.690955,24.944302,0.14937973,0.33674976,,734513.804054929,1412.1315,520.1455,0,0,25,1.174486,1100598.219388577,758.67847,1450.6781,224,0,558123.4279907783,1499.8047,372.13074,0,0,25,NOT_AVAILABLE,2.605137,,-0.09823237,,,,-0.019365333,,,559428217,-0.060667906,0.22139402,-0.04179159,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,17194.355,16949.895,17396.174,,,,15,3375801864678236672,94.58731326914786,20.566779035333187,190.9459595883343,2.30966922786533,0.5261502413312087,0.49305352244541034,-2.5580534278194804,10.583295,10.673542,10.38107,0.021093003,0.022504935,0.016858635,0.95122814,0.090247154,0.2924719,2.605137,,,17194.355,06 18 21.0,+20 34 00,Simbad,HD 254728,V*,*|IR|V*,,,B8,10.6,23.518760040924533,"(-1.8645037593469698, -0.3605981374285805, 0.07659488241785653)","(-1.8645037593469702, -0.36059813742857993, 0.07659488241785654)",-1.8645037593469702,-0.36059813742857993,0.07659488241785654,-0.8111561303307191
1135587497636732672,Gaia DR3 1135587497636732672,122.70633197210684,74.96613920137122,139.51381778000837,31.24865779895483,103.48621789935291,53.059387758785,6.879247923470549,7.142872595003915,10.571947484789593,9.485024,9.302373,9.829913,0.03512213,0.045428712,0.056147862,0.04721989,0.056874204,1.2957363,,,,15362.448,0.5362348,399.07135,8.052181,46,1,408,409,409,31,0,0.08160532,,,,-0.18265152,-0.5275402,2.5445799E-9,5.0943055E-10,4.9933235E-5,-0.13215838,-0.14706402,-0.056664072,,,,,0,,,,-0.3448887,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.0148349665,173.46674,,,,,51,4,,,,18,0,1.9031683,122.52021,0.20539044,0.37456894,,2596973.5815059766,2683.6838,967.6898,38,0,51,1.1644622,3026474.229295451,1527.2217,1981.6863,448,0,927241.4200561681,383.2399,2419.4805,41,0,50,NOT_AVAILABLE,12.758789,,0.1384584,,,,0.07931039,,,207520886,0.106038384,0.012344799,-0.012686846,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,27,1135587497636732672,122.70633197210684,74.96613920137122,139.51381778000837,31.24865779895483,6.879247923470549,7.142872595003915,10.571947484789593,9.485024,9.302373,9.829913,0.056147862,0.04721989,0.056874204,1.2957363,-0.18265152,-0.5275402,12.758789,,,,08 10 49.5,+74 57 57,Simbad,BD+75   325,HotSubdwarf,*|HS*|IR|UV|V*|blu,-19.0,655.35,sdO5,9.5,8.809720004436246,"(-0.09451951983847093, 0.08068788173343527, 0.07540842207915277)","(-0.0945195198384709, 0.0806878817334353, 0.07540842207915276)",-0.0945195198384709,0.0806878817334353,0.07540842207915276,3.6727288070640842
885326870061416704,Gaia DR3 885326870061416704,108.45893369302425,28.493996690729634,189.1481405045546,17.088876318961994,106.2513023797435,6.0901624002451245,4.054086021022015,-14.80820345107303,-10.609939880584836,7.2044683,6.97926,6.9434814,0.090213574,0.106422946,0.13205162,0.124255225,0.115756795,1.0682733,,,,1900.5597,0.45481285,115.68693,1.1097345,15,12,131,143,143,95,0,0.2349571,,,,-0.22520828,0.035778522,5.1766263E-13,1.0363721E-13,0.9998423,-0.7340263,0.39686346,-0.55811036,0.45237195,,,,0,,,,0.2609868,,,,0,0,0,1,0,0,0,0,0,0,90,0,0.80564827,13.141772,,,,,23,0,,,,23,0,,30.700768,-0.026054902,0.37035432,-0.5965355,2.206545563768416E7,41906.1,526.54517,0,0,17,1.4276987,2.4726313802587684E7,21136.465,1169.8416,145,0,1.3236271383954018E7,13659.272,969.0319,0,0,17,NOT_AVAILABLE,18.216852,0.015406517,-0.7137073,-0.29895768,1.7501606,0.019749414,-0.6387877,,,652407562,0.41668352,-0.385932,0.58689183,-0.412076,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,11,885326870061416704,108.45893369302425,28.493996690729634,189.1481405045546,17.088876318961994,4.054086021022015,-14.80820345107303,-10.609939880584836,7.2044683,6.97926,6.9434814,0.13205162,0.124255225,0.115756795,1.0682733,-0.22520828,0.035778522,18.216852,,,,07 13 50.2,+28 29 38,Simbad,HD  55356,**,*|**|IR|UV,,,A0,7.04,21.343910179713053,"(-0.23277557806680169, -0.037485232043111896, 0.07248360194333753)","(-0.2327755780668017, -0.03748523204311186, 0.07248360194333751)",-0.2327755780668017,-0.03748523204311186,0.07248360194333751,0.24393309733853208
256197930243124992,Gaia DR3 256197930243124992,74.85477323909083,48.92184629965801,158.49087582806797,3.964442975722357,78.98279144819688,26.060171348918853,0.9899481186362589,1.9229643933940037,-1.8457267090979448,9.431146,9.526613,9.219415,0.013878124,0.010578254,0.016456496,0.021886619,0.017365064,0.8839286,,,,816.6717,0.09687645,12.036925,-3.0630023,40,3,345,348,348,31,0,0.030676164,,,,0.09546757,0.30719852,5.185681E-13,1.03818484E-13,0.9999266,-0.0038892252,-0.46429223,-0.16109729,,,,,0,,,,0.21173096,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.006945564,37.73289,,,,,42,0,,,,18,0,1.6867852,60.15546,0.08888052,-0.14665651,,2112377.650980923,1340.1018,1576.2815,0,0,40,1.1757445,3180449.5802756534,903.5205,3520.0635,359,0,1627018.5234996355,621.48224,2617.9646,0,0,40,NOT_AVAILABLE,2.6654267,,0.08042718,,,,0.058889948,,,1609560879,0.11179119,-0.145138,-0.15682776,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,18,256197930243124992,74.85477323909083,48.92184629965801,158.49087582806797,3.964442975722357,0.9899481186362589,1.9229643933940037,-1.8457267090979448,9.431146,9.526613,9.219415,0.016456496,0.021886619,0.017365064,0.8839286,0.09546757,0.30719852,2.6654267,,,,04 59 25.1,+48 55 19,Simbad,BD+48  1191,Star,*|IR,-28.448,0.551,B,9.57,12.789333839244051,"(-0.9375571939777929, 0.3694860807115948, 0.06983940231104879)","(-0.9375571939777929, 0.3694860807115947, 0.06983940231104875)",-0.9375571939777929,0.3694860807115947,0.06983940231104875,-0.5907918269132661
208590824807687424,Gaia DR3 208590824807687424,78.15729499220089,44.435164841190925,163.44628675966663,3.0761242282932035,80.9465476449867,21.367372570171966,0.7699303752169089,-0.5546229860659297,-1.9896884451863845,7.7399206,7.7567773,7.6485667,0.043604627,0.025226854,0.04701355,0.069394186,0.044167496,1.2982359,0.0,0.0,1.0E-4,3512.842,0.32835484,86.96349,8.7066345,53,1,469,470,470,31,0,0.097763054,0.0,0.0,1.0E-4,0.01685667,0.10821056,5.214109E-13,5.795795E-10,0.9997801,-0.017263724,-0.66058457,0.14815615,,1068.5651,1067.3243,1069.1736,1,0.0,0.0,1.0E-4,0.09135389,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.032488957,90.31313,MARCS,2.6355,2.6349,2.6359,57,1,-1.6111,-1.618,-1.6074,31,0,1.7359111,16.376776,0.17031129,0.069850065,,1.078216427051339E7,6695.004,1610.4791,56,0,56,1.1719291,1.5100057221921105E7,4268.9785,3537.1594,493,0,6914033.098776216,2299.5774,3006.6538,50,0,50,NOT_AVAILABLE,2.0655427,,-0.23205309,,,,-0.31367752,,,1462687201,0.1069155,0.20933157,0.005767795,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,7999.772,7999.3853,7999.939,,,,17,208590824807687424,78.15729499220089,44.435164841190925,163.44628675966663,3.0761242282932035,0.7699303752169089,-0.5546229860659297,-1.9896884451863845,7.7399206,7.7567773,7.6485667,0.04701355,0.069394186,0.044167496,1.2982359,0.01685667,0.10821056,2.0655427,,,7999.772,05 12 37.8,+44 26 06,Simbad,HD  33459,Star,*|IR,-26.6,1.4,B8,7.77,12.743136432682952,"(-1.2431927959620628, 0.3695185553175403, 0.06969812983926599)","(-1.243192795962063, 0.36951855531753974, 0.06969812983926593)",-1.243192795962063,0.36951855531753974,0.06969812983926593,-2.8278221314509313
945182530731075840,Gaia DR3 945182530731075840,99.70487361444603,39.9025097898947,175.31866441625908,14.769692112844426,97.76039530273131,16.724311077182577,3.6616859709164786,-7.718293295469772,-11.191005679488889,5.308028,5.2755136,5.328642,0.12351729,0.11917993,0.11133783,0.11482876,0.101781145,1.2687396,,,,11056.356,0.63359517,502.47232,4.2478957,16,2,138,140,140,31,0,0.20343345,,,,-0.032514572,-0.053128242,5.1152284E-13,1.02408004E-13,0.99996614,-0.39511457,-0.5561032,0.20392288,,,,,0,,,,-0.02061367,5.320567,0.0067578633,11,0,0,0,1,1,0,0,0,0,0,0,0,0.07726081,13.037721,,,,,18,15,,,,8,0,1.7720549,32.888065,0.2923857,0.15402679,,1.0597694761070952E8,81730.6,1296.6617,0,0,17,1.1602824,1.4181934559863338E8,140335.95,1010.5703,150,0,5.857353220389231E7,131021.32,447.05344,1,0,13,NOT_AVAILABLE,13.594508,,-0.42506596,,,,-0.7153199,-1.224367,4.041565,1308712378,0.2045421,0.41601145,-0.18001434,,2016.0,30.656853,555,0.0,598.8439,1,0,11,,590.54584,0.25,4.5,14500.0,974.32983,9,,,,,,,,,1636148068921376768,,,,57.8862,9.623264,10,11,945182530731075840,99.70487361444603,39.9025097898947,175.31866441625908,14.769692112844426,3.6616859709164786,-7.718293295469772,-11.191005679488889,5.308028,5.2755136,5.328642,0.11133783,0.11482876,0.101781145,1.2687396,-0.032514572,-0.053128242,13.594508,-1.224367,4.041565,,06 38 49.2,+39 54 09,Simbad,* psi03 Aur,Star,*|IR|UV,9.0,4.2,B8III,5.331,17.635022316366253,"(-0.26319368635314855, 0.021552145903704037, 0.0696221088696197)","(-0.26319368635314855, 0.02155214590370397, 0.0696221088696197)",-0.26319368635314855,0.02155214590370397,0.0696221088696197,-1.8735665193770163
3443773879666125184,Gaia DR3 3443773879666125184,89.64717545618967,30.2071870877726,180.34210377082425,3.0739148453323515,89.69295887399912,6.768282284482107,0.7833499572665052,0.9559708677149019,-3.2090645090595444,9.145479,9.19235,9.0098095,0.024234746,0.020547185,0.027358646,0.026540779,0.019782221,1.139264,3.0E-4,0.0,5.0E-4,2388.85,0.17751956,47.73663,4.2551403,56,9,488,497,497,31,0,0.041604128,3.0E-4,0.0,6.0E-4,0.046871185,0.1825409,5.113767E-13,1.0237875E-13,0.9999905,-0.4466912,-0.80793226,0.14885612,,1373.87,1367.002,1395.0704,0,1.0E-4,0.0,3.0E-4,0.13566971,,,,1,0,0,1,0,1,1,0,0,0,0,0,0.023203501,178.03362,MARCS,2.8237,2.8135,2.8266,59,0,-1.8297,-1.8671,-1.7294,42,0,1.7166553,28.63263,0.45846173,0.109438494,,2873932.692191767,4561.26,630.07434,0,0,55,1.1715358,4137663.098996155,2788.5308,1483.8148,508,0,1973488.0925042813,3854.1443,512.04315,0,0,50,VARIABLE,3.3484287,,-0.32761878,,,,-0.45633128,,,480743398,0.22472195,0.31548342,-0.3199569,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,7713.1426,7707.8257,7716.378,,,,16,3443773879666125184,89.64717545618967,30.2071870877726,180.34210377082425,3.0739148453323515,0.7833499572665052,0.9559708677149019,-3.2090645090595444,9.145479,9.19235,9.0098095,0.027358646,0.026540779,0.019782221,1.139264,0.046871185,0.1825409,3.3484287,,,7713.1426,05 58 35.3,+30 12 26,Simbad,HD 249695,Be*,*|Be*|Em*|IR|UV,,,B1:V:nnpe,9.16,20.30387096072986,"(-1.2747091876249534, -0.007611171465308597, 0.06845497504208808)","(-1.2747091876249532, -0.007611171465307993, 0.06845497504208783)",-1.2747091876249532,-0.007611171465307993,0.06845497504208783,-1.384741879649182
3375801314922453120,Gaia DR3 3375801314922453120,94.53773522602259,20.531899072732894,190.954777237919,2.252274833673875,94.25418784304027,-2.8403956156493915,0.578687635782853,0.34580172722943503,-2.675410504758064,10.100318,10.182904,9.90773,0.01859156,0.017110247,0.023780422,0.025141636,0.018546388,1.0362527,1.1525,1.15,1.1551,849.35406,0.13251173,19.624203,0.7958904,26,2,230,232,232,31,0,0.036806017,1.1883,1.1859,1.1907,0.08258629,0.27517414,2.5445799E-9,5.0943055E-10,4.9933235E-5,-0.4632523,-0.229678,-2.6572068E-4,,2230.832,2152.3076,2302.517,0,0.626,0.6246,0.6275,0.19258785,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.062206887,178.00938,OB,3.7681,3.7469,3.7916,26,2,0.007,0.0017,0.0185,8,0,1.6986171,24.334625,0.086474925,0.32982844,,1154131.5852903894,1055.0746,1093.8862,0,0,23,1.1747309,1717194.72764228,677.9135,2533.0586,211,0,863110.0975136772,845.74963,1020.52673,0,0,23,NOT_AVAILABLE,2.6976657,,-0.32100376,,,,-0.16291183,,,989950018,0.07704226,0.12086459,0.07319023,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,20841.67,20747.08,20937.98,,,,15,3375801314922453120,94.53773522602259,20.531899072732894,190.954777237919,2.252274833673875,0.578687635782853,0.34580172722943503,-2.675410504758064,10.100318,10.182904,9.90773,0.023780422,0.025141636,0.018546388,1.0362527,0.08258629,0.27517414,2.6976657,,,20841.67,06 18 09.1,+20 31 55,Simbad,HD 254681,V*,*|IR|V*,,,B5,10.01,22.143054804860263,"(-1.6952479609428006, -0.3281344438453645, 0.06791140163667017)","(-1.6952479609428006, -0.3281344438453644, 0.06791140163667024)",-1.6952479609428006,-0.3281344438453644,0.06791140163667024,-1.0874609832802786
208579524753294464,Gaia DR3 208579524753294464,78.29948104876269,44.481774029462564,163.46803985397403,3.1856693414142585,81.05948656302462,21.404959688124293,0.8355498562653411,-0.07736407072299858,-1.6197030040690654,9.455773,9.479704,9.362269,0.025064297,0.016601158,0.03151525,0.03954311,0.029540954,1.0106238,,,,1693.6335,0.15794317,36.970993,0.31192482,43,5,372,377,377,31,0,0.05532507,,,,0.02393055,0.1174345,5.1851367E-13,1.159143E-9,0.99985695,-0.39547393,-0.7444741,-0.10287232,,,,,0,,,,0.09350395,,,,1,0,0,1,0,1,1,0,0,0,0,0,0.05261808,79.628586,,,,,48,1,,,,25,0,1.7341763,26.512554,0.48680103,0.21407032,,2205642.7593576554,3160.7515,697.82227,0,0,44,1.1681998,3109119.981123606,1393.144,2231.729,398,0,1426430.4404510409,1447.261,985.60693,0,0,43,VARIABLE,1.6215496,,0.06208078,,,,-0.3108356,,,486041959,0.3274575,0.2316041,0.05680595,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,16,208579524753294464,78.29948104876269,44.481774029462564,163.46803985397403,3.1856693414142585,0.8355498562653411,-0.07736407072299858,-1.6197030040690654,9.455773,9.479704,9.362269,0.03151525,0.03954311,0.029540954,1.0106238,0.02393055,0.1174345,1.6215496,,,,05 13 11.9,+44 28 54,Simbad,BD+44  1130,PulsV*,*|**|IR,,,B8,9.519,9.218313631771368,"(-1.145568667129717, 0.3400280911930542, 0.06650922820268179)","(-1.145568667129717, 0.3400280911930541, 0.06650922820268178)",-1.145568667129717,0.3400280911930541,0.06650922820268178,-0.9343651558132748
207469327245612288,Gaia DR3 207469327245612288,78.5067293052338,42.95362453085704,164.79673877764586,2.4133543810299467,81.07941591457887,19.86960143496587,0.6584262316929455,2.6882298171135393,-2.030037595321084,10.304061,10.332195,10.212273,0.026762873,0.016016703,0.030889895,0.03665491,0.0263341,1.0892018,,,,1503.0116,0.19073662,43.252907,2.1052039,33,8,284,292,292,31,0,0.052322686,,,,0.028134346,0.11992264,5.1365547E-13,4.96872E-10,0.99993354,-0.17320713,-0.27355307,0.13154726,,,,,0,,,,0.09178829,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.039321244,176.82256,,,,,39,3,,,,11,0,1.7288971,21.315262,0.39810932,0.008500454,,1005863.2452200876,935.6544,1075.0371,0,0,35,1.1647341,1423385.4119048165,659.2934,2158.956,322,0,652002.3706658137,624.0666,1044.7642,0,0,35,NOT_AVAILABLE,3.3686247,,-0.24925157,,,,-0.22598943,,,672138708,0.027643396,0.12943894,0.12886283,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,18,207469327245612288,78.5067293052338,42.95362453085704,164.79673877764586,2.4133543810299467,0.6584262316929455,2.6882298171135393,-2.030037595321084,10.304061,10.332195,10.212273,0.030889895,0.03665491,0.0263341,1.0892018,0.028134346,0.11992264,3.3686247,,,,05 14 01.6,+42 57 13,Simbad,HD 277731,Em*,*|IR,,,B8,10.29,24.30183746330053,"(-1.4643184121795856, 0.39793600879098134, 0.06395329352381862)","(-1.4643184121795854, 0.3979360087909822, 0.06395329352381864)",-1.4643184121795854,0.3979360087909822,0.06395329352381864,-0.6034033758215802
3431199177497199488,Gaia DR3 3431199177497199488,89.77349889515348,27.56183398195885,182.69411311442462,1.8538288196078423,89.79869691177679,4.122711411082298,0.5062802281599883,-0.08770282276003957,-2.387988558717349,7.169139,7.3270154,6.8440557,0.01954313,0.01610949,0.022044895,0.025543088,0.017064981,0.87120223,,,,585.2591,0.11190268,9.708494,-2.8859365,28,0,250,250,250,31,0,0.036215782,,,,0.15787649,0.48295975,5.113217E-13,6.491481E-9,0.99997383,-0.32227623,-0.5807721,0.16573063,,,,,0,,,,0.32508326,6.644156,0.0049132877,16,0,0,0,1,0,1,1,0,0,0,0,0,0.084193796,1.0298758,,,,,29,1,,,,13,0,1.6391231,22.96587,0.32007405,0.08703355,,1.6018091029787717E7,10187.757,1572.2883,0,0,26,1.19494,2.5544128781044383E7,7052.933,3621.774,247,0,1.4505610272025427E7,8920.628,1626.0751,0,0,25,NOT_AVAILABLE,2.3895986,,-0.16817674,,,,-0.21923816,14.136332,0.2975623,586458214,0.051876064,0.19841436,-0.15752481,,2016.0,3.1611128,555,0.045053273,386.26736,1,0,16,1.584522,,0.25,2.5,10500.0,966.3829,13,,,,,,,,,1636148068921376768,,,,63.981697,2.3166358,15,17,3431199177497199488,89.77349889515348,27.56183398195885,182.69411311442462,1.8538288196078423,0.5062802281599883,-0.08770282276003957,-2.387988558717349,7.169139,7.3270154,6.8440557,0.022044895,0.025543088,0.017064981,0.87120223,0.15787649,0.48295975,2.3895986,14.136332,0.2975623,,05 59 05.6,+27 33 42,Simbad,HD  40297,Star,*|IR,121.57,1.16,A0Ib,7.27,22.419586538729547,"(-1.9719748901967724, -0.09279291389364097, 0.06389696818358986)","(-1.9719748901967726, -0.09279291389363999, 0.06389696818358988)",-1.9719748901967726,-0.09279291389363999,0.06389696818358988,-4.308906164257607
280298812805235456,Gaia DR3 280298812805235456,79.86613005659909,58.117283134976944,152.70834665041951,11.745621113650914,83.49321093898781,34.90668091896776,3.198726776967314,5.853757426953107,-18.51740155312904,6.1037593,6.0762296,6.110579,0.048214212,0.037499696,0.06826329,0.044543434,0.04490556,1.2474387,0.2763,0.2747,0.2781,10755.313,0.43881524,313.20218,7.379375,55,4,482,486,486,31,0,0.0868538,0.2813,0.2796,0.2831,-0.027529716,-0.03434944,5.1364555E-13,1.0283297E-13,0.99992335,-0.14859818,-0.5757306,0.52738714,,316.478,310.9559,322.0572,1,0.1484,0.1475,0.1494,-0.006819725,,,,1,0,1,1,0,1,1,0,0,0,0,0,0.023805575,140.30841,A,3.659,3.6468,3.6716,58,12,0.46,0.4066,0.503,27,0,1.7734025,46.858665,0.44279945,-0.099661686,,5.069032729637919E7,53878.695,940.82324,10,0,56,1.16214,6.814642766428883E7,33916.844,2009.2208,497,0,2.8505363805058848E7,26702.744,1067.507,54,0,54,VARIABLE,19.420624,,-0.32765847,,,,-0.5700202,,,241169828,0.41217005,0.66385084,-0.3839018,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,13236.459,13189.803,13284.286,,,,17,280298812805235456,79.86613005659909,58.117283134976944,152.70834665041951,11.745621113650914,3.198726776967314,5.853757426953107,-18.51740155312904,6.1037593,6.0762296,6.110579,0.06826329,0.044543434,0.04490556,1.2474387,-0.027529716,-0.03434944,19.420624,,,13236.459,05 19 27.9,+58 07 03,Simbad,*  15 Cam,EB*,*|EB*|IR|UV|V*,6.7,3.7,B5V,6.125,28.838962932345126,"(-0.27200694925193314, 0.14034307807127971, 0.06363998560219383)","(-0.27200694925193303, 0.14034307807127977, 0.0636399856021938)",-0.27200694925193303,0.14034307807127977,0.0636399856021938,-1.3713549705438144
