source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,bp_g,bp_rp,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,duplicated_source,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,g_rp,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,has_rvs,has_xp_continuous,has_xp_sampled,in_andromeda_survey,in_galaxy_candidates,in_qso_candidates,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,libname_gspphot,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,matched_transits,matched_transits_removed,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,new_matched_transits,non_single_star,nu_eff_used_in_astrometry,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,phot_variable_flag,pm,pmdec_pseudocolour_corr,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra_dec_corr,radial_velocity,radial_velocity_error,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,ref_epoch,rv_amplitude_robust,rv_atm_param_origin,rv_chisq_pvalue,rv_expected_sig_to_noise,rv_method_used,rv_nb_deblended_transits,rv_nb_transits,rv_renormalised_gof,rvs_spec_sig_to_noise,rv_template_fe_h,rv_template_logg,rv_template_teff,rv_time_duration,rv_visibility_periods_used,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,vbroad,vbroad_error,vbroad_nb_transits,visibility_periods_used,source_id,ra,dec,l,b,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax_error,pmra_error,pmdec_error,ruwe,bp_g,bp_rp,pm,radial_velocity,radial_velocity_error,teff_gspphot,RAJ2000,DEJ2000,Simbad,main_id,main_type,other_types,radvel,radvel_err,sp_type,V,vtan,icrstogal,gal_cord,gal_X,gal_Y,gal_Z,abs_g
182993270699222144,Gaia DR3 182993270699222144,82.93973241941552,34.88192390678495,173.4034365448089,0.6891873841799977,84.09224185996489,11.587319645731428,0.43559425922806827,-0.34975502405669784,-2.092267373008551,7.709476,7.8277774,7.447796,0.022730697,0.01719339,0.027665488,0.028192127,0.0219477,0.9370708,,,,605.9695,0.14603832,13.058403,-1.3179108,26,1,230,231,231,31,0,0.03981011,,,,0.11830139,0.37998152,2.6216305E-9,0.0016254578,5.1445226E-5,-0.25939423,-0.17711326,0.08752489,,,,,0,,,,0.26168013,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.08859328,176.91335,,,,,26,0,,,,9,0,1.6698955,15.745041,0.35663116,0.11580139,,1.0099642819359217E7,10632.449,949.8887,0,0,25,1.1860069,1.5529458226445286E7,8649.613,1795.3933,224,0,8318402.278708526,6993.828,1189.3918,0,0,25,NOT_AVAILABLE,2.1212995,,-0.16813084,,,,-0.033381585,,,195875243,0.04297629,0.09998529,0.0705219,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,16,182993270699222144,82.93973241941552,34.88192390678495,173.4034365448089,0.6891873841799977,0.43559425922806827,-0.34975502405669784,-2.092267373008551,7.709476,7.8277774,7.447796,0.027665488,0.028192127,0.0219477,0.9370708,0.11830139,0.37998152,2.1212995,,,,05 31 45.5,+34 52 55,Simbad,HD  36212,Star,*|IR|UV,4.7,2.1,B3II,7.81,23.13201433764696,"(-2.2803509755153804, 0.263707006654351, 0.027613538748754718)","(-2.28035097551538, 0.2637070066543518, 0.027613538748754624)",-2.28035097551538,0.2637070066543518,0.027613538748754624,-4.095113262602441
3423575778045073408,Gaia DR3 3423575778045073408,92.03050625277811,22.452398374751727,188.15057896727956,1.1238206826549386,91.87681607936833,-0.9736547379417232,0.7591710239260283,1.1155562046742653,-3.3348051879043714,9.429154,9.514681,9.231957,0.021177663,0.017998723,0.025108598,0.026572712,0.019006306,1.0143363,,,,597.10675,0.1341395,18.360664,0.311066,22,3,192,195,195,31,1,0.036810763,,,,0.08552647,0.28272343,5.1210403E-13,6.7862915E-10,0.99995226,-0.433342,-0.41570356,-0.045952957,,,,,0,,,,0.19719696,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.059379365,15.4304085,,,,,22,1,,,,9,0,1.6886123,30.2355,0.21298984,0.048118696,,2135720.5525419754,2026.4081,1053.944,0,0,21,1.1750516,3186286.96418302,1297.475,2455.7598,186,0,1608330.922051633,681.1021,2361.3652,0,0,20,NOT_AVAILABLE,3.5164459,,-0.01908149,,,,-0.12255059,,,648499457,0.20681459,0.023914104,-0.08518086,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,16,3423575778045073408,92.03050625277811,22.452398374751727,188.15057896727956,1.1238206826549386,0.7591710239260283,1.1155562046742653,-3.3348051879043714,9.429154,9.514681,9.231957,0.025108598,0.026572712,0.019006306,1.0143363,0.08552647,0.28272343,3.5164459,,,,06 08 07.3,+22 27 09,Simbad,HD  41768,Star,*|IR,,,B9III,9.51,22.001785343001686,"(-1.303669983272603, -0.18671401293367612, 0.025834907860430023)","(-1.3036699832726033, -0.18671401293367548, 0.02583490786042975)",-1.3036699832726033,-0.18671401293367548,0.02583490786042975,-1.1691478821792813
3449328509329750272,Gaia DR3 3449328509329750272,84.46227124203489,33.96721665666331,174.85257419390535,1.2499706078599537,85.32935274302551,10.617676255483186,0.8521814314559728,-0.26441602914363393,-3.5456099578314837,8.246389,8.320315,8.034103,0.025159411,0.019057106,0.03001746,0.033025417,0.022182427,1.0277094,,,,869.68756,0.17059737,19.03971,0.660526,30,0,267,267,267,31,0,0.04639885,,,,0.07392597,0.28621197,3.5887113E-9,0.022026973,7.042262E-5,-0.36383423,-0.42794865,-0.002315509,,,,,0,,,,0.212286,,,,0,0,0,1,0,1,1,0,0,1,0,0,0.08760927,179.54692,,,,,30,1,,,,12,0,1.6891527,28.389526,0.24263342,0.20865531,,6416391.6388972765,26723.375,240.1041,3,0,30,1.1893153,9470896.386841651,12981.506,729.5684,265,0,4847490.975487351,20743.125,233.69145,4,0,29,NOT_AVAILABLE,3.5554557,,-0.16481914,,,,-0.036920223,,,1240450032,0.045844782,-2.0046685E-4,0.09483254,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,17,3449328509329750272,84.46227124203489,33.96721665666331,174.85257419390535,1.2499706078599537,0.8521814314559728,-0.26441602914363393,-3.5456099578314837,8.246389,8.320315,8.034103,0.03001746,0.033025417,0.022182427,1.0277094,0.07392597,0.28621197,3.5554557,,,,05 37 51.0,+33 58 02,Simbad,HD 245493,Be*,*|Be*|Em*|IR|UV,-37.0,10.0,B2III:e,8.44,19.817862580377504,"(-1.1684485302447085, 0.10525619650649132, 0.025598272107088205)","(-1.1684485302447085, 0.10525619650649126, 0.025598272107088142)",-1.1684485302447085,0.10525619650649126,0.025598272107088142,-2.1009506652991874
3449524497278695936,Gaia DR3 3449524497278695936,84.09605513512209,34.1757275341581,174.51375966744888,1.1059160976219267,85.02942140143732,10.838259204274818,0.8220543732050488,-0.3175767684837668,-3.2616111045688196,8.9117775,8.908728,8.861985,0.022060275,0.01679549,0.025552897,0.029078716,0.02182873,0.86848724,,,,1069.1035,0.16940539,32.157352,-3.0396159,31,9,265,274,274,31,0,0.041669983,,,,-0.0030498505,0.04674244,6.090781E-11,1.2193878E-11,1.1952164E-6,-0.3179772,-0.37485206,0.13678306,,,,,0,,,,0.04979229,,,,0,0,0,1,0,1,1,0,0,0,0,0,0.07014631,3.2622926,,,,,32,1,,,,12,0,1.7480572,32.170692,0.23113869,0.020018961,,3731865.29593458,2031.1439,1837.3219,0,0,31,1.1679465,5131396.469071441,1823.7974,2813.5781,265,0,2261330.765378239,1277.3595,1770.3167,0,0,31,NOT_AVAILABLE,3.2770355,,-0.22940575,,,,-0.13331872,,,1725687259,0.1959736,0.14865312,-0.07165704,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,17,3449524497278695936,84.09605513512209,34.1757275341581,174.51375966744888,1.1059160976219267,0.8220543732050488,-0.3175767684837668,-3.2616111045688196,8.9117775,8.908728,8.861985,0.025552897,0.029078716,0.02182873,0.86848724,-0.0030498505,0.04674244,3.2770355,,,,05 36 23.0,+34 10 32,Simbad,BD+34  1109,Star,*|IR,17.0,5.0,B3,8.96,18.93538798960823,"(-1.2106665902523266, 0.11628050138990126, 0.02347859129509189)","(-1.2106665902523264, 0.11628050138990188, 0.023478591295092114)",-1.2106665902523264,0.11628050138990188,0.023478591295092114,-1.513719779684493
3449524359839733632,Gaia DR3 3449524359839733632,84.13331750820161,34.17978266222185,174.52692898817097,1.1340832821201838,85.06095292913534,10.841030647385885,0.8560523521338977,-0.12509235764223606,-3.2576023215015537,9.093671,9.095175,9.039623,0.020229941,0.015225863,0.022926923,0.026406433,0.019306656,0.85319793,0.6645,0.6625,0.6666,1000.28314,0.15863134,27.512281,-3.4458687,31,3,271,274,274,31,0,0.037053905,0.6751,0.6732,0.6772,0.0015039444,0.05555153,6.887178E-11,1.3788283E-11,1.3514965E-6,-0.22046013,-0.2972986,0.044418324,,1470.1503,1439.6099,1497.5125,1,0.3591,0.358,0.3603,0.054047585,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.07079447,3.3658931,OB,3.7522,3.7399,3.7664,33,1,0.0025,5.0E-4,0.0074,12,0,1.7450144,37.338303,0.18847659,0.003752823,,3143018.6737189544,3030.1116,1037.2617,0,0,30,1.1666319,4339888.131201162,1470.2856,2951.7312,271,0,1920033.471328053,741.6335,2588.925,0,0,29,NOT_AVAILABLE,3.2600033,,-0.16362433,,,,-0.002103069,,,324070000,0.122709535,0.017964294,0.0020645885,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,18631.076,18567.016,18700.305,,,,17,3449524359839733632,84.13331750820161,34.17978266222185,174.52692898817097,1.1340832821201838,0.8560523521338977,-0.12509235764223606,-3.2576023215015537,9.093671,9.095175,9.039623,0.022926923,0.026406433,0.019306656,0.85319793,0.0015039444,0.05555153,3.2600033,,,18631.076,05 36 32.0,+34 10 48,Simbad,BD+34  1111,Star,*|IR,-5.0,5.0,B2V:,9.09,18.08886544255873,"(-1.1625996257564286, 0.11139414887449656, 0.02312030892153849)","(-1.1625996257564286, 0.11139414887449654, 0.02312030892153835)",-1.1625996257564286,0.11139414887449654,0.02312030892153835,-1.2438273755182472
3449521267463295488,Gaia DR3 3449521267463295488,84.11679093545949,34.14182337975063,174.55157699360717,1.1021360716358926,85.04544010159626,10.803670863734796,0.8534307815865007,-0.14224902574327994,-3.2809347772939814,9.5404215,9.560278,9.441,0.019610021,0.014977151,0.02315558,0.025956985,0.01823909,0.980604,,,,1101.2971,0.1525307,29.645245,-0.41722393,31,7,268,275,275,31,0,0.036761895,,,,0.019856453,0.119277954,5.29178E-13,1.0594262E-13,0.9997132,-0.3656404,-0.231803,0.06388485,,,,,0,,,,0.0994215,,,,1,0,0,1,0,1,1,0,0,0,1,0,0.08282592,5.874226,,,,,33,1,,,,11,0,1.7300885,36.856377,0.21555439,0.10444919,,2047884.848247746,4028.3772,508.36472,0,0,28,1.1733739,2875928.9118826278,2339.4233,1229.3324,269,0,1326655.2536126378,3187.1262,416.2544,0,0,31,VARIABLE,3.284017,,-0.22075285,,,,-0.076983765,,,1604934654,0.11907765,0.07442127,0.11454509,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,,,,,,,17,3449521267463295488,84.11679093545949,34.14182337975063,174.55157699360717,1.1021360716358926,0.8534307815865007,-0.14224902574327994,-3.2809347772939814,9.5404215,9.560278,9.441,0.02315558,0.025956985,0.01823909,0.980604,0.019856453,0.119277954,3.284017,,,,05 36 28.0,+34 08 30,Simbad,BD+34  1110,Em*,*|Em*|IR,-14.0,9.0,B2,9.58,18.278085927062303,"(-1.1662315530556167, 0.11123585613748804, 0.02253811019466928)","(-1.1662315530556167, 0.11123585613748799, 0.022538110194669)",-1.1662315530556167,0.11123585613748799,0.022538110194669,-0.8037369851895164
3449518346885542272,Gaia DR3 3449518346885542272,84.09440901570919,34.133822399407855,174.54835216602663,1.082216071401408,85.02625833818534,10.796447204133873,0.841636899602909,-0.1485019582854593,-3.422821317610058,9.082092,9.079648,9.035294,0.025354372,0.018423697,0.028431527,0.03901825,0.026196284,1.080982,0.6264,0.6236,0.6288,1592.0582,0.20161736,47.017735,1.8379937,30,2,261,263,263,31,0,0.056758642,0.6364,0.6336,0.6388,-0.0024442673,0.04435444,5.3271363E-13,1.06650454E-13,0.999642,-0.25164407,-0.28895798,0.06837686,,1485.1289,1446.6783,1530.0219,0,0.3383,0.3367,0.3396,0.046798706,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.08252236,5.3340335,OB,3.7204,3.7003,3.7393,33,0,0.0026,5.0E-4,0.0078,10,0,1.7474546,29.602242,0.18634363,0.020158593,,3188288.2099496676,2591.5527,1230.2617,0,0,28,1.1663264,4386416.894239891,1605.1737,2732.6743,249,0,1927705.7242698811,1007.1799,1913.9637,0,0,28,NOT_AVAILABLE,3.4260411,,-0.38243082,,,,-0.09390543,,,1045935731,0.09858959,-0.029069839,0.13792504,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,18115.625,18039.05,18183.676,,,,16,3449518346885542272,84.09440901570919,34.133822399407855,174.54835216602663,1.082216071401408,0.841636899602909,-0.1485019582854593,-3.422821317610058,9.082092,9.079648,9.035294,0.028431527,0.03901825,0.026196284,1.080982,-0.0024442673,0.04435444,3.4260411,,,18115.625,05 36 22.6,+34 08 02,Simbad,BD+34  1107,Star,*|**|IR,-15.0,5.0,B2,9.13,19.3357674281764,"(-1.182575477035232, 0.11286191508315296, 0.0224409250374078)","(-1.1825754770352317, 0.11286191508315305, 0.022440925037407813)",-1.1825754770352317,0.11286191508315305,0.022440925037407813,-1.2922841607317022
3375941159058056448,Gaia DR3 3375941159058056448,95.31031508909905,21.132431463982687,190.76427291493954,3.17195488152208,94.95599828838199,-2.215538465302056,2.6121159476321614,-3.4643242799045786,-0.4473717127166665,7.3171625,7.268635,7.3717623,0.037354916,0.037275195,0.049528446,0.045240436,0.035910398,0.9125031,,,,1359.7698,0.28334466,55.153625,-1.6973214,22,1,195,196,196,31,0,0.065501735,,,,-0.048527718,-0.10312748,5.1028707E-13,1.021606E-13,0.9999928,-0.5364471,-0.46108124,-0.0097201085,,,,,1,,,,-0.054599762,7.367174,0.0055015786,11,0,0,0,1,1,1,1,0,0,0,1,0,0.24455638,10.268913,,,,,23,7,,,,10,0,1.7855742,52.739708,0.3044395,0.26956314,,1.6902970536925882E7,11633.87,1452.9104,0,0,22,1.1586574,2.2288541384290487E7,10409.704,2141.131,203,0,8921814.76895859,6849.9717,1302.4601,0,0,20,NOT_AVAILABLE,3.4930909,,-0.20155217,,,,-0.18456365,5.3027925,0.6682128,474457346,-0.067087136,0.12540177,-0.1843533,,2016.0,2.2569547,555,0.999837,226.82588,1,0,11,,265.87997,0.25,4.5,14500.0,951.224,10,,,,,,,,,1636148068921376768,,,,30.713934,3.5135398,10,14,3375941159058056448,95.31031508909905,21.132431463982687,190.76427291493954,3.17195488152208,2.6121159476321614,-3.4643242799045786,-0.4473717127166665,7.3171625,7.268635,7.3717623,0.049528446,0.045240436,0.035910398,0.9125031,-0.048527718,-0.10312748,3.4930909,5.3027925,0.6682128,,06 21 14.5,+21 07 57,Simbad,HD  44171,Star,*|**|IR|UV,10.054,0.098,B8III,7.31,6.352008086785947,"(-0.3755188697101836, -0.07139140674830868, 0.021183126244205208)","(-0.37551886971018367, -0.07139140674830846, 0.021183126244205208)",-0.37551886971018367,-0.07139140674830846,0.021183126244205208,-0.5978752466723716
200986125653454208,Gaia DR3 200986125653454208,77.57368596400217,40.65978115717523,166.24119738315437,0.5001686818079073,80.1368489782502,17.64501912872112,0.41761683663196236,0.6160021270279045,-2.6886501036018564,8.888073,8.892855,8.765621,0.027308615,0.015121091,0.030276721,0.036431976,0.025359996,1.130406,0.844,0.8365,0.8471,3568.1226,0.22386093,70.4967,4.4142857,68,6,597,603,603,31,0,0.051830757,0.8595,0.8522,0.8625,0.004781723,0.1272335,5.185681E-13,1.03818484E-13,0.9999266,-0.03815605,-0.60961,0.24347231,,1955.8995,1949.7866,1968.4683,0,0.4577,0.4535,0.4594,0.12245178,,,,0,0,1,1,0,1,1,0,0,0,62,0,0.006600777,13.440115,OB,3.5078,3.4952,3.5139,69,4,0.0788,0.0765,0.0798,40,0,1.7344462,13.793331,0.25858092,0.16228113,,3786823.569610472,5928.9546,638.7001,0,0,62,1.1932199,5244661.6000190675,3563.0173,1471.9719,594,0,2471210.8055761876,1404.0513,1760.0574,0,0,55,NOT_AVAILABLE,2.7583144,,-0.19802658,,,,-0.22657216,,,1358397344,0.18232712,0.29255477,-0.123220176,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,20365.434,20113.86,20482.514,,,,20,200986125653454208,77.57368596400217,40.65978115717523,166.24119738315437,0.5001686818079073,0.41761683663196236,0.6160021270279045,-2.6886501036018564,8.888073,8.892855,8.765621,0.030276721,0.036431976,0.025359996,1.130406,0.004781723,0.1272335,2.7583144,,,20365.434,05 10 17.7,+40 39 35,Simbad,HD 277680,EB*,*|**|IR|UV,-4.2,,B3,8.89,31.37324004566972,"(-2.3257408396120445, 0.5694838864502635, 0.02090308309783273)","(-2.3257408396120436, 0.5694838864502652, 0.020903083097832374)",-2.3257408396120436,0.5694838864502652,0.020903083097832374,-3.0080370032263257
201299653968407552,Gaia DR3 201299653968407552,77.21067227773486,41.74057559963043,165.21005125391088,0.9239838760846459,79.95452699334298,18.746251980601627,0.7825328486142206,-0.11273488432059375,-2.860036282943616,8.870125,8.843464,8.864495,0.027923534,0.016451478,0.031846754,0.03639454,0.026508832,0.9895068,0.5479,0.5433,0.5532,3063.829,0.21631572,71.14132,-0.28935277,51,6,445,451,451,31,0,0.050960876,0.5524,0.5479,0.5576,-0.02666092,-0.02103138,6.887178E-11,1.3788283E-11,1.3514965E-6,-0.07161337,-0.603062,0.12470144,,1343.0607,989.7034,1567.065,1,0.2964,0.2938,0.2993,0.0056295395,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.01866002,155.04727,A,3.837,3.7338,4.0588,54,2,0.3919,0.0125,0.5119,32,0,1.7712526,24.571825,0.24699582,0.19755048,,3963065.7643670593,2034.036,1948.3754,18,0,50,1.1663687,5332083.20548903,1737.4016,3068.9985,453,0,2256109.284149737,641.68427,3515.918,53,0,53,NOT_AVAILABLE,2.8622572,,0.01806936,,,,-0.15728387,,,1090381147,0.13447742,0.24354964,-0.19399932,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,18811.672,18570.623,19393.889,,,,20,201299653968407552,77.21067227773486,41.74057559963043,165.21005125391088,0.9239838760846459,0.7825328486142206,-0.11273488432059375,-2.860036282943616,8.870125,8.843464,8.864495,0.031846754,0.03639454,0.026508832,0.9895068,-0.02666092,-0.02103138,2.8622572,,,18811.672,05 08 50.6,+41 44 26,Simbad,HD  32961,Em*,*|Em*|IR|UV,22.601,0.594,OB-e,8.93,17.373995129456393,"(-1.2354017669853483, 0.3261753848072756, 0.020607265133630037)","(-1.2354017669853483, 0.3261753848072755, 0.020607265133630048)",-1.2354017669853483,0.3261753848072755,0.020607265133630048,-1.6623621144509144
201117517292936192,Gaia DR3 201117517292936192,78.06040458964637,41.2151774751433,166.01072810076758,1.1251043220849763,80.57322423477642,18.165813877223822,0.9630316545704806,0.7773641260535027,-5.911455683256838,7.698306,7.8959727,7.289387,0.021231836,0.011700386,0.023952499,0.027410358,0.019098172,0.92846334,1.3478,1.3468,1.3491,1108.1685,0.12218282,14.711171,-2.2758956,58,4,508,512,512,31,0,0.038454123,1.4621,1.4609,1.4635,0.19766665,0.6065855,5.449065E-13,6.67678E-7,0.99996364,0.061694276,-0.630097,0.08287252,,1003.9241,1003.1235,1006.1709,1,0.7299,0.7293,0.7306,0.40891886,,,,0,0,1,1,0,1,1,0,0,0,0,0,0.16068503,83.831314,A,2.7714,2.7691,2.7723,58,2,0.7017,0.7011,0.7026,35,0,1.6217185,40.205894,0.118639104,0.07276811,,9484790.82707429,16761.285,565.87494,0,0,57,1.2179594,1.5690052242041783E7,12161.607,1290.1298,509,0,9625056.323170988,39436.215,244.06644,0,0,57,NOT_AVAILABLE,5.962349,,0.022431381,,,,-0.11354862,,,437519810,0.25977454,0.18661289,-0.25801322,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,10356.818,10353.544,10362.8125,,,,18,201117517292936192,78.06040458964637,41.2151774751433,166.01072810076758,1.1251043220849763,0.9630316545704806,0.7773641260535027,-5.911455683256838,7.698306,7.8959727,7.289387,0.023952499,0.027410358,0.019098172,0.92846334,0.19766665,0.6065855,5.962349,,,10356.818,05 12 14.5,+41 12 55,Simbad,HD  33461,Be*,*|Be*|Em*|IR|UV|V*,-16.6,4.5,B2:V:nne,7.78,29.40833494001377,"(-1.0073956812620648, 0.2509716113810049, 0.020389270467178033)","(-1.0073956812620646, 0.25097161138100543, 0.020389270467178113)",-1.0073956812620646,0.25097161138100543,0.020389270467178113,-2.3834911875375173
3449524492981239296,Gaia DR3 3449524492981239296,84.08773637254144,34.17129495378841,174.51379150687987,1.0977298381258387,85.02223195523842,10.83411739069519,0.950993654579888,-0.17865779900926962,-3.330832982799774,9.716445,9.726237,9.652393,0.025871612,0.019445114,0.029664187,0.037592944,0.027352147,1.2267337,0.5691,0.5652,0.5739,1798.8523,0.21574482,58.429203,5.0024757,31,5,263,268,268,31,0,0.053710468,0.5827,0.5789,0.5875,0.009792328,0.073843956,5.2023343E-13,1.0415189E-13,0.99982136,-0.20640744,-0.32047397,-0.0021317224,,1198.4054,1077.9554,1277.0374,0,0.3068,0.3046,0.3094,0.06405163,,,,0,0,1,1,0,1,1,0,0,0,1,0,0.078536205,4.744622,A,3.8937,3.8455,3.9763,31,1,-0.3203,-0.5748,-0.1221,11,0,1.7369004,32.058647,0.24523063,-0.0930679,,1757607.295774488,1475.5157,1191.1816,0,0,29,1.1652204,2445505.308467616,993.3357,2461.9124,253,0,1091945.312669551,535.4089,2039.4606,0,0,29,NOT_AVAILABLE,3.3356209,,-0.24837358,,,,-0.023351122,,,1426061397,0.056946397,-0.08209112,0.081470475,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,15450.089,15232.886,15685.469,,,,15,3449524492981239296,84.08773637254144,34.17129495378841,174.51379150687987,1.0977298381258387,0.950993654579888,-0.17865779900926962,-3.330832982799774,9.716445,9.726237,9.652393,0.029664187,0.037592944,0.027352147,1.2267337,0.009792328,0.073843956,3.3356209,,,15450.089,05 36 21.1,+34 10 16,Simbad,LS   V +34   52,Star,*|IR,-10.0,5.0,B2,9.6,16.660678127870767,"(-1.0465228113482397, 0.10051445016671601, 0.020145063844463074)","(-1.0465228113482394, 0.10051445016671592, 0.020145063844463046)",-1.0465228113482394,0.10051445016671592,0.020145063844463046,-0.3926669042200466
3450849305707605632,Gaia DR3 3450849305707605632,91.39122561401746,33.599011221079884,178.10026116292747,6.023846375287159,91.17725531551056,10.16541560386714,5.438394763175361,-3.8430510461736738,-8.673597858862077,6.20661,6.166175,6.244103,0.047493313,0.036277823,0.059840914,0.056713283,0.038668454,1.1065273,,,,6330.759,0.37481186,207.29799,2.8579016,43,4,371,375,375,31,0,0.082829796,,,,-0.040435314,-0.077928066,5.1037294E-13,1.02177794E-13,0.9999892,-0.23889518,-0.7147979,0.05331194,,,,,1,,,,-0.037492752,6.2324657,0.0047933427,29,0,0,0,1,1,1,1,0,0,0,0,0,0.017872484,21.660028,,,,,43,4,,,,31,0,1.7780284,90.880875,0.36385936,0.124969654,,4.666023640088272E7,33894.254,1376.6415,6,0,41,1.1593827,6.19872902451966E7,22683.451,2732.71,371,0,2.520675492528568E7,27581.22,913.91003,15,0,38,NOT_AVAILABLE,9.486851,,-0.3125875,,,,-0.13824013,24.87716,0.33097598,1246565239,-0.13256672,-0.041278094,-0.2698689,,2016.0,5.8690834,555,0.9927979,644.99524,1,0,29,-2.5977533,731.1441,-0.5,4.5,10500.0,934.93396,11,,,,,,,,,1636148068921376768,,,,121.88832,7.637581,29,13,3450849305707605632,91.39122561401746,33.599011221079884,178.10026116292747,6.023846375287159,5.438394763175361,-3.8430510461736738,-8.673597858862077,6.20661,6.166175,6.244103,0.059840914,0.056713283,0.038668454,1.1065273,-0.040435314,-0.077928066,9.486851,24.87716,0.33097598,,06 05 33.9,+33 35 57,Simbad,HD  41269,Star,*|IR|UV,24.9,2.0,B9VpSrCr,6.213,8.286000367815257,"(-0.18276196377184498, 0.006062004789972417, 0.019296571242232004)","(-0.18276196377184498, 0.006062004789972427, 0.01929657124223202)",-0.18276196377184498,0.006062004789972427,0.01929657124223202,-0.11603635479244367
