_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
38.076667,61.464722,7276,LS   I +61 280,11.6,V,02 32 18.4,+61 27 53,134.68,0.91,Simbad
38.090417,63.196111,7273,LS   I +62 215,12.2,P,02 32 21.7,+63 11 46,134.03,2.52,Simbad
38.097083,62.443056,7278,LS   I +62 216,11.4,P,02 32 23.3,+62 26 35,134.31,1.82,Simbad
38.102917,57.429167,7280,LS   I +57  66,8.3,V,02 32 24.7,+57 25 45,136.22,-2.81,Simbad
38.14375,61.538333,7279,LS   I +61 281,11.0,V,02 32 34.5,+61 32 18,134.68,1.0,Simbad
38.14625,57.539444,7287,LS   V +57  44,10.1,P,02 32 35.1,+57 32 22,136.2,-2.7,Simbad
38.15125,61.473611,7281,LS   I +61 282,9.6,V,02 32 36.3,+61 28 25,134.71,0.94,Simbad
38.155417,59.520556,7284,LS   I +59 137,12.1,P,02 32 37.3,+59 31 14,135.45,-0.87,Simbad
38.170833,61.467222,7282,LS   I +61 283,11.4,V,02 32 41.0,+61 28 02,134.72,0.93,Simbad
38.177083,61.456111,7283,LS   I +61 284,7.9,V,02 32 42.5,+61 27 22,134.72,0.92,Simbad
38.177917,61.4925,15315,IC 1805 Hoag 10,11.2,V,02 32 42.7,+61 29 33,134.71,0.96,Simbad
38.177917,57.684722,7290,LS   I +57  67,10.9,P,02 32 42.7,+57 41 05,136.16,-2.56,Simbad
38.17875,59.464722,7288,LS   I +59 138,11.8,P,02 32 42.9,+59 27 53,135.48,-0.92,Simbad
38.179167,60.964444,7286,LS   I +60 239,9.9,V,02 32 43.0,+60 57 52,134.91,0.47,Simbad
38.182083,61.455278,7285,LS   I +61 285,10.6,V,02 32 43.7,+61 27 19,134.73,0.93,Simbad
38.192083,61.465556,15316,IC 1805 Hoag 16,12.1,V,02 32 46.1,+61 27 56,134.73,0.94,Simbad
38.205833,61.378611,7289,LS   I +61 286,8.1,V,02 32 49.4,+61 22 43,134.77,0.86,Simbad
38.220417,57.929167,7294,LS   I +57  68,8.3,V,02 32 52.9,+57 55 45,136.09,-2.33,Simbad
38.227917,61.381111,15317,IC 1805 [MJD95]Anonymous,12.2,V,02 32 54.7,+61 22 52,134.78,0.87,Simbad
38.23,61.648889,7291,LS   I +61 287,10.9,V,02 32 55.2,+61 38 56,134.67,1.11,Simbad
38.235,55.3275,7300,LS   I +55  37,8.5,V,02 32 56.4,+55 19 39,137.09,-4.73,Simbad
38.235,55.3275,7301,LS   V +55  37,8.6,P,02 32 56.4,+55 19 39,137.09,-4.73,Simbad
38.24,58.763056,7296,LS   I +58  85,11.1,V,02 32 57.6,+58 45 47,135.78,-1.55,Simbad
38.240833,61.4575,15318,IC 1805 Hoag 14,12.0,V,02 32 57.8,+61 27 27,134.75,0.94,Simbad
38.24625,61.373333,7292,LS   I +61 288,11.7,V,02 32 59.1,+61 22 24,134.79,0.86,Simbad
38.24625,57.476389,7297,LS   V +57  45,10.2,P,02 32 59.1,+57 28 35,136.27,-2.74,Simbad
38.247917,61.609444,15319,IC 1805 [MJD95]Anonymous,12.3,V,02 32 59.5,+61 36 34,134.7,1.08,Simbad
38.25,61.366667,16675,IC 1805 No. 169,11.7,V,02 33 00.0,+61 22 00,134.79,0.87,Simbad
38.255833,61.439167,7293,LS   I +61 289,10.1,V,02 33 01.4,+61 26 21,134.77,0.92,Simbad
38.270417,61.4725,7295,LS   I +61 290,11.6,V,02 33 04.9,+61 28 21,134.76,0.96,Simbad
38.287917,61.462778,15320,IC 1805 Hoag 21,12.9,V,02 33 09.1,+61 27 46,134.77,0.95,Simbad
38.2925,57.548333,7304,LS   V +57  46,11.3,P,02 33 10.2,+57 32 54,136.27,-2.66,Simbad
38.298333,61.450278,7298,LS   I +61 291,11.1,V,02 33 11.6,+61 27 01,134.78,0.94,Simbad
38.299583,61.457778,7299,LS   I +61 292,11.6,V,02 33 11.9,+61 27 28,134.78,0.95,Simbad
38.30875,60.022778,7302,LS   I +59 139,12.0,P,02 33 14.1,+60 01 22,135.33,-0.38,Simbad
38.32625,56.3175,7305,LS   I +56  57,9.0,V,02 33 18.3,+56 19 03,136.76,-3.79,Simbad
38.335417,61.539444,15321,IC 1805 [MJD95]Anonymous,13.0,V,02 33 20.5,+61 32 22,134.76,1.03,Simbad
38.335833,61.521389,7303,LS   I +61 293,8.4,V,02 33 20.6,+61 31 17,134.77,1.01,Simbad
38.35,57.9175,7306,LS   V +57  47,9.5,P,02 33 24.0,+57 55 03,136.16,-2.31,Simbad
38.35,61.333333,19097,BD +60 508,,N,02 33 24.0,+61 20 00,134.85,0.84,Simbad
38.365833,58.599444,7308,LS   I +58  86,10.1,V,02 33 27.8,+58 35 58,135.9,-1.68,Simbad
38.367917,59.500556,7307,LS   V +59  15,11.0,P,02 33 28.3,+59 30 02,135.56,-0.85,Simbad
38.381667,57.568889,7309,LS   V +57  48,10.7,V,02 33 31.6,+57 34 08,136.31,-2.63,Simbad
38.386667,57.537222,7311,LS   I +57  69,8.0,V,02 33 32.8,+57 32 14,136.32,-2.66,Simbad
38.390833,57.543333,7312,LS   V +57  49,9.9,V,02 33 33.8,+57 32 36,136.32,-2.65,Simbad
38.4125,57.563333,7314,LS   V +57  50,12.1,V,02 33 39.0,+57 33 48,136.32,-2.63,Simbad
38.419167,57.436111,7315,LS   V +57  51,11.1,V,02 33 40.6,+57 26 10,136.38,-2.74,Simbad
38.429167,61.436667,7310,LS   I +61 294,11.0,V,02 33 43.0,+61 26 12,134.84,0.95,Simbad
38.434583,61.438056,15322,IC 1805 [MJD95]Anonymous,13.2,V,02 33 44.3,+61 26 17,134.84,0.96,Simbad
38.449583,62.099722,7313,LS   I +61 295,12.4,P,02 33 47.9,+62 05 59,134.6,1.57,Simbad
38.457917,61.229444,16676,IC 1805 No. 221,11.6,V,02 33 49.9,+61 13 46,134.94,0.77,Simbad
38.46125,-28.231944,19962,HD 16046,4.9,V,02 33 50.7,-28 13 55,221.7,-67.34,Simbad
38.472083,61.3075,15323,IC 1805 [MJD95]Anonymous,13.7,V,02 33 53.3,+61 18 27,134.91,0.84,Simbad
38.475833,57.6825,7317,LS   V +57  52,10.3,P,02 33 54.2,+57 40 57,136.31,-2.5,Simbad
38.5,61.4,19102,BD +60 512,9.4,V,02 34 00.0,+61 24 00,134.96,0.96,Simbad
38.510417,61.386111,7316,LS   I +61 296,9.4,V,02 34 02.5,+61 23 10,134.9,0.92,Simbad
38.543333,60.021944,7319,LS   I +59 140,10.3,V,02 34 10.4,+60 01 19,135.44,-0.33,Simbad
38.545833,55.834167,7324,LS   I +55  38,9.3,V,02 34 11.0,+55 50 03,137.06,-4.19,Simbad
38.5475,58.405556,7321,LS   I +58  87,8.7,V,02 34 11.4,+58 24 20,136.06,-1.82,Simbad
38.5475,58.405556,7322,LS   V +58  87,9.3,P,02 34 11.4,+58 24 20,136.06,-1.82,Simbad
38.5575,63.941111,7318,LS   I +63 199,7.7,V,02 34 13.8,+63 56 28,133.93,3.29,Simbad
38.5625,61.411667,7320,LS   I +61 297,11.2,V,02 34 15.0,+61 24 42,134.91,0.95,Simbad
38.604167,58.539444,7326,LS   V +58  12,10.4,P,02 34 25.0,+58 32 22,136.04,-1.69,Simbad
38.63125,61.509722,15325,IC 1805 [MJD95]Anonymous,11.5,V,02 34 31.5,+61 30 35,134.9,1.06,Simbad
38.635417,61.7875,7325,LS   I +61 298,11.0,V,02 34 32.5,+61 47 15,134.8,1.31,Simbad
38.650833,64.788889,7323,LS   I +64  91,8.2,V,02 34 36.2,+64 47 20,133.64,4.08,Simbad
38.674167,59.5075,7328,LS   I +59 141,9.9,V,02 34 41.8,+59 30 27,135.7,-0.78,Simbad
38.694167,62.577222,7327,LS   I +62 217,11.7,P,02 34 46.6,+62 34 38,134.52,2.05,Simbad
38.7,60.551667,7329,LS   I +60 240,8.3,V,02 34 48.0,+60 33 06,135.31,0.19,Simbad
38.70125,57.634722,7330,LS   I +57  70,11.7,P,02 34 48.3,+57 38 05,136.44,-2.5,Simbad
38.726667,59.433611,7331,LS   I +59 142,12.0,P,02 34 54.4,+59 26 01,135.75,-0.84,Simbad
38.7725,61.468889,7333,LS   I +61 299,11.1,V,02 35 05.4,+61 28 08,134.98,1.05,Simbad
38.797917,63.584167,7332,LS   I +63 191,9.7,V,02 35 11.5,+63 35 03,134.17,3.0,Simbad
38.86625,39.664167,17440,HR 746,6.3,V,02 35 27.9,+39 39 51,143.84,-18.95,Simbad
38.9075,57.487222,7335,LS   I +57  71,9.5,V,02 35 37.8,+57 29 14,136.6,-2.59,Simbad
38.927917,56.739444,7337,LS   I +56  58,11.3,P,02 35 42.7,+56 44 22,136.9,-3.28,Simbad
38.930417,68.368056,7334,LS   I +68  14,6.6,V,02 35 43.3,+68 22 05,132.34,7.42,Simbad
38.966667,57.788889,7338,LS   I +57  72,9.9,V,02 35 52.0,+57 47 20,136.51,-2.3,Simbad
38.97625,62.306944,7336,LS   I +62 218,11.3,P,02 35 54.3,+62 18 25,134.74,1.86,Simbad
39.010417,60.611944,7339,LS   I +60 241,10.5,P,02 36 02.5,+60 36 43,135.42,0.3,Simbad
39.044583,60.942778,7340,LS   I +60 242,12.4,P,02 36 10.7,+60 56 34,135.31,0.61,Simbad
39.050833,58.075556,7342,LS   I +57  73,8.0,V,02 36 12.2,+58 04 32,136.44,-2.02,Simbad
39.075417,62.947778,7341,LS   I +62 219,8.8,V,02 36 18.1,+62 56 52,134.53,2.46,Simbad
39.148333,57.720556,17603,HD 16012,8.4,V,02 36 35.6,+57 43 14,136.63,-2.33,Simbad
39.16,55.280278,7344,LS   V +55   8,10.4,P,02 36 38.4,+55 16 49,137.6,-4.57,Simbad
39.180833,56.706944,7345,LS   I +56  59,10.6,P,02 36 43.4,+56 42 25,137.04,-3.25,Simbad
39.184583,59.377222,7343,LS   I +59 143,10.8,P,02 36 44.3,+59 22 38,135.99,-0.8,Simbad
39.230417,59.883611,19963,HD 16038,7.8,V,02 36 55.3,+59 53 01,135.81,-0.32,Simbad
39.327917,61.171111,15326,IC 1805 [MJD95]Anonymous,13.6,V,02 37 18.7,+61 10 16,135.34,0.88,Simbad
39.34375,63.881389,7346,LS   I +63 192,9.2,P,02 37 22.5,+63 52 53,134.27,3.37,Simbad
39.35875,60.088056,7347,LS   I +59 144,7.4,V,02 37 26.1,+60 05 17,135.79,-0.11,Simbad
39.385,61.842222,7348,LS   I +61 300,9.9,P,02 37 32.4,+61 50 32,135.1,1.5,Simbad
39.447083,61.011389,7349,LS   I +60 243,10.5,P,02 37 47.3,+61 00 41,135.46,0.75,Simbad
39.460417,57.763333,7354,LS   I +57  75,11.1,P,02 37 50.5,+57 45 48,136.76,-2.22,Simbad
39.462083,57.905,7353,LS   I +57  74,9.9,V,02 37 50.9,+57 54 18,136.71,-2.09,Simbad
39.482083,59.890833,7352,LS   V +59  16,10.9,V,02 37 55.7,+59 53 27,135.92,-0.27,Simbad
39.491667,62.926389,7350,LS   I +62 220,10.2,V,02 37 58.0,+62 55 35,134.72,2.52,Simbad
39.524167,58.318611,7356,LS   I +58  88,12.2,P,02 38 05.8,+58 19 07,136.57,-1.7,Simbad
39.545417,60.077222,7357,LS   I +59 145,9.9,V,02 38 10.9,+60 04 38,135.88,-0.08,Simbad
39.550833,60.846111,7355,LS   I +60 244,10.8,P,02 38 12.2,+60 50 46,135.57,0.62,Simbad
39.567917,56.895833,7359,LS   V +56  51,11.6,V,02 38 16.3,+56 53 45,137.16,-2.99,Simbad
39.585417,61.069444,7358,LS   I +60 245,8.9,V,02 38 20.5,+61 04 10,135.5,0.83,Simbad
39.597917,68.061389,7351,LS   I +67  21,7.7,V,02 38 23.5,+68 03 41,132.69,7.24,Simbad
39.622083,58.883333,7360,LS   V +58  13,12.0,V,02 38 29.3,+58 53 00,136.39,-1.16,Simbad
39.658333,57.817222,7361,LS   I +57  76,8.3,V,02 38 38.0,+57 49 02,136.84,-2.13,Simbad
39.706667,57.591389,7363,LS   I +57  77,9.3,V,02 38 49.6,+57 35 29,136.95,-2.33,Simbad
39.7225,60.520556,7362,LS   I +60 246,11.5,P,02 38 53.4,+60 31 14,135.78,0.36,Simbad
39.750833,61.237778,7364,LS   I +61 301,11.5,P,02 39 00.2,+61 14 16,135.5,1.02,Simbad
39.773333,60.4,7365,LS   I +60 247,11.8,P,02 39 05.6,+60 24 00,135.85,0.26,Simbad
39.784583,58.596111,7366,LS   I +58  89,11.5,P,02 39 08.3,+58 35 46,136.58,-1.39,Simbad
39.825,61.323889,7367,LS   I +61 302,11.0,P,02 39 18.0,+61 19 26,135.5,1.11,Simbad
39.845833,59.066389,7368,LS   I +58  90,8.1,V,02 39 23.0,+59 03 59,136.42,-0.95,Simbad
39.849167,58.152778,7369,LS   I +57  78,12.1,V,02 39 23.8,+58 09 10,136.79,-1.78,Simbad
39.870833,0.328333,16190,HD 16582,4.1,V,02 39 29.0,+00 19 42,170.76,-52.21,Simbad
39.897083,59.803889,7370,LS   V +59  17,11.2,V,02 39 35.3,+59 48 14,136.15,-0.26,Simbad
39.8975,-68.266944,15799,HR 806,4.1,V,02 39 35.4,-68 16 01,288.96,-45.82,Simbad
39.953333,60.536944,7371,LS   I +60 248,11.8,V,02 39 48.8,+60 32 13,135.88,0.42,Simbad
40.062083,57.095556,7372,LS   I +56  60,12.2,P,02 40 14.9,+57 05 44,137.33,-2.7,Simbad
40.132083,61.228333,7373,LS   I +61 303,10.8,V,02 40 31.7,+61 13 42,135.68,1.09,Simbad
40.139583,56.271389,7376,LS   I +56  61,7.5,V,02 40 33.5,+56 16 17,137.7,-3.44,Simbad
40.186667,59.353333,7377,LS   I +59 146,12.2,P,02 40 44.8,+59 21 12,136.47,-0.62,Simbad
40.187083,61.281944,7374,LS   I +61 304,7.7,V,02 40 44.9,+61 16 55,135.68,1.15,Simbad
40.190833,61.296667,7375,LS   I +61 305,11.6,P,02 40 45.8,+61 17 48,135.67,1.16,Simbad
40.210417,60.7075,7379,LS   I +60 249,12.5,P,02 40 50.5,+60 42 27,135.92,0.63,Simbad
40.212917,61.263333,7378,LS   I +61 306,11.8,P,02 40 51.1,+61 15 48,135.7,1.13,Simbad
40.26,60.846944,7380,LS   I +60 250,10.5,P,02 41 02.4,+60 50 49,135.89,0.76,Simbad
40.284167,61.135,7381,LS   I +60 251,9.5,V,02 41 08.2,+61 08 06,135.78,1.03,Simbad
40.29875,56.730556,7384,LS   I +56  62,10.0,V,02 41 11.7,+56 43 50,137.59,-2.98,Simbad
40.324167,60.995,7382,LS   I +60 252,11.9,P,02 41 17.8,+60 59 42,135.86,0.91,Simbad
40.369167,60.768611,7385,LS   I +60 253,10.4,P,02 41 28.6,+60 46 07,135.97,0.71,Simbad
40.415417,60.5825,7386,LS   I +60 254,12.3,P,02 41 39.7,+60 34 57,136.07,0.55,Simbad
40.448333,62.657222,7387,LS   I +62 221,10.2,P,02 41 47.6,+62 39 26,135.23,2.45,Simbad
40.461667,68.469444,7383,LS   I +68  15,7.9,V,02 41 50.8,+68 28 10,132.81,7.74,Simbad
40.47375,47.535556,7392,LS   V +47   1,9.9,P,02 41 53.7,+47 32 08,141.54,-11.31,Simbad
40.497917,58.312778,7389,LS   V +58  14,11.9,V,02 41 59.5,+58 18 46,137.04,-1.5,Simbad
40.523333,57.665278,7391,LS   I +57  79,12.6,P,02 42 05.6,+57 39 55,137.32,-2.08,Simbad
40.5525,64.588056,7388,LS   I +64  92,10.5,V,02 42 12.6,+64 35 17,134.47,4.23,Simbad
40.555833,60.823333,7390,LS   I +60 255,12.5,P,02 42 13.4,+60 49 24,136.03,0.8,Simbad
40.58,58.091111,7393,LS   V +57  53,9.6,P,02 42 19.2,+58 05 28,137.17,-1.68,Simbad
40.6525,55.038611,7396,LS   V +54   4,11.6,P,02 42 36.6,+55 02 19,138.48,-4.44,Simbad
40.65625,57.832778,7395,LS   V +57  54,9.8,P,02 42 37.5,+57 49 58,137.32,-1.9,Simbad
40.679583,61.264167,7394,LS   I +61 307,12.6,P,02 42 43.1,+61 15 51,135.9,1.23,Simbad
40.690833,42.82,19964,HD 16782,8.3,V,02 42 45.8,+42 49 12,143.75,-15.51,Simbad
40.716667,56.904444,7398,LS   I +56  63,8.7,V,02 42 52.0,+56 54 16,137.73,-2.73,Simbad
40.731667,57.690833,7399,LS   I +57  80,12.3,P,02 42 55.6,+57 41 27,137.41,-2.01,Simbad
40.743333,60.779167,7397,LS   I +60 256,11.6,P,02 42 58.4,+60 46 45,136.13,0.8,Simbad
40.761667,55.105833,16543,HR 785,5.7,V,02 43 02.8,+55 06 21,138.51,-4.35,Simbad
40.835833,62.138889,7400,LS   I +61 308,10.0,P,02 43 20.6,+62 08 20,135.6,2.05,Simbad
40.87375,61.063611,7402,LS   I +60 257,10.4,V,02 43 29.7,+61 03 49,136.07,1.08,Simbad
40.878333,62.06,7401,LS   I +61 309,11.5,V,02 43 30.8,+62 03 36,135.65,1.99,Simbad
40.91,57.827778,7403,LS   I +57  81,8.9,V,02 43 38.4,+57 49 40,137.44,-1.85,Simbad
40.965417,56.991111,7406,LS   I +56  64,10.9,P,02 43 51.7,+56 59 28,137.82,-2.6,Simbad
40.973333,59.8225,7404,LS   I +59 147,7.7,V,02 43 53.6,+59 49 21,136.63,-0.02,Simbad
40.973333,59.8225,7405,LS   V +59 147,8.6,P,02 43 53.6,+59 49 21,136.63,-0.02,Simbad
41.028333,58.326111,7409,LS   I +58  91,8.6,V,02 44 06.8,+58 19 34,137.29,-1.37,Simbad
41.03,61.336111,7407,LS   I +61 310,12.2,P,02 44 07.2,+61 20 10,136.02,1.36,Simbad
41.030417,-13.858333,16849,HD 17081,4.2,V,02 44 07.3,-13 51 30,191.81,-60.57,Simbad
41.0375,59.560833,7408,LS   V +59  18,10.4,P,02 44 09.0,+59 33 39,136.77,-0.25,Simbad
41.052917,56.6575,7410,LS   I +56  65,8.9,V,02 44 12.7,+56 39 27,138.0,-2.88,Simbad
41.065417,56.682222,7412,LS   V +56  52,9.6,P,02 44 15.7,+56 40 56,138.0,-2.85,Simbad
41.150833,62.705556,7413,LS   I +62 222,11.7,P,02 44 36.2,+62 42 20,135.5,2.63,Simbad
41.15625,47.486111,7420,LS   V +47   2,11.1,P,02 44 37.5,+47 29 10,141.99,-11.15,Simbad
41.185,57.579444,7414,LS   I +57  82,10.9,P,02 44 44.4,+57 34 46,137.68,-2.01,Simbad
41.190417,57.211667,7416,LS   I +57  84,11.6,P,02 44 45.7,+57 12 42,137.84,-2.34,Simbad
41.190417,57.915278,7415,LS   I +57  83,11.5,P,02 44 45.7,+57 54 55,137.54,-1.71,Simbad
41.197083,57.659722,7417,LS   I +57  85,11.2,P,02 44 47.3,+57 39 35,137.65,-1.94,Simbad
41.235417,57.651944,7419,LS   I +57  86,9.9,V,02 44 56.5,+57 39 07,137.67,-1.93,Simbad
41.246667,68.404444,7411,LS   I +68  16,10.1,P,02 44 59.2,+68 24 16,133.1,7.81,Simbad
41.264167,58.551389,7421,LS   I +58  92,8.6,V,02 45 03.4,+58 33 05,137.3,-1.11,Simbad
41.284583,57.984722,7424,LS   I +57  87,11.4,P,02 45 08.3,+57 59 05,137.55,-1.62,Simbad
41.285,59.673889,7422,LS   V +59  19,10.0,P,02 45 08.4,+59 40 26,136.84,-0.09,Simbad
41.294167,62.891389,7418,LS   I +62 223,12.3,P,02 45 10.6,+62 53 29,135.48,2.82,Simbad
41.305,60.248611,7423,LS   I +60 258,12.7,P,02 45 13.2,+60 14 55,136.6,0.43,Simbad
41.362917,58.280278,7426,LS   V +58  15,10.0,P,02 45 27.1,+58 16 49,137.47,-1.34,Simbad
41.409583,61.609167,7427,LS   I +61 311,11.7,P,02 45 38.3,+61 36 33,136.07,1.69,Simbad
41.410417,62.783889,7425,LS   I +62 224,9.7,V,02 45 38.5,+62 47 02,135.57,2.75,Simbad
41.420833,50.203056,7436,LS   V +49   1,9.1,V,02 45 41.0,+50 12 11,140.96,-8.63,Simbad
41.425417,48.143889,7437,LS   V +47   3,8.6,V,02 45 42.1,+48 08 38,141.87,-10.48,Simbad
41.42875,60.3325,7429,LS   I +60 259,12.1,P,02 45 42.9,+60 19 57,136.62,0.53,Simbad
41.447917,54.545,7435,LS   V +54   5,10.8,P,02 45 47.5,+54 32 42,139.1,-4.7,Simbad
41.4525,62.860833,7428,LS   I +62 225,12.0,P,02 45 48.6,+62 51 39,135.56,2.83,Simbad
41.475417,59.295556,7431,LS   I +59 148,9.9,V,02 45 54.1,+59 17 44,137.09,-0.39,Simbad
41.47625,57.547222,7433,LS   I +57  88,12.6,P,02 45 54.3,+57 32 50,137.83,-1.97,Simbad
41.49,60.83,7430,LS   I +60 260,12.2,P,02 45 57.6,+60 49 48,136.44,1.0,Simbad
41.510417,60.342778,7434,LS   I +60 261,11.7,P,02 46 02.5,+60 20 34,136.66,0.56,Simbad
41.525833,61.906944,7432,LS   I +61 312,12.2,P,02 46 06.2,+61 54 25,136.0,1.98,Simbad
41.577917,62.372222,7438,LS   I +62 226,10.7,P,02 46 18.7,+62 22 20,135.82,2.41,Simbad
41.603333,57.777778,7439,LS   V +57  55,10.3,P,02 46 24.8,+57 46 40,137.8,-1.74,Simbad
41.65,58.069444,7440,LS   V +57  56,9.5,P,02 46 36.0,+58 04 10,137.69,-1.46,Simbad
41.679167,56.582222,7441,LS   I +56  66,11.2,P,02 46 43.0,+56 34 56,138.35,-2.8,Simbad
41.697083,53.941389,7445,LS   V +53   2,11.0,P,02 46 47.3,+53 56 29,139.49,-5.18,Simbad
41.714167,57.733889,7443,LS   V +57  89,8.4,P,02 46 51.4,+57 44 02,137.87,-1.75,Simbad
41.714167,57.733889,7442,LS   I +57  89,7.5,V,02 46 51.4,+57 44 02,137.87,-1.75,Simbad
41.725417,57.768611,7444,LS   V +57  57,10.4,P,02 46 54.1,+57 46 07,137.86,-1.72,Simbad
41.765,59.480278,7446,LS   V +59  20,8.8,P,02 47 03.6,+59 28 49,137.14,-0.16,Simbad
41.79,60.570556,7447,LS   I +60 262,6.5,V,02 47 09.6,+60 34 14,136.68,0.83,Simbad
41.795417,57.658889,7448,LS   I +57  90,12.6,P,02 47 10.9,+57 39 32,137.94,-1.8,Simbad
41.833333,57.706944,7451,LS   I +57  91,11.2,P,02 47 20.0,+57 42 25,137.94,-1.75,Simbad
41.838333,45.270278,7455,LS   V +45   1,9.3,V,02 47 21.2,+45 16 13,143.41,-12.94,Simbad
41.8425,59.286389,7449,LS   I +59 149,9.2,V,02 47 22.2,+59 17 11,137.26,-0.32,Simbad
41.8425,59.286389,7450,LS   V +59 149,9.3,P,02 47 22.2,+59 17 11,137.26,-0.32,Simbad
41.85125,57.677222,7452,LS   I +57  92,8.1,V,02 47 24.3,+57 40 38,137.96,-1.77,Simbad
41.854583,57.072222,7453,LS   I +56  67,11.9,P,02 47 25.1,+57 04 20,138.22,-2.32,Simbad
41.910833,29.678611,19965,HD 17330,7.1,V,02 47 38.6,+29 40 43,151.13,-26.76,Simbad
41.924583,58.098611,7454,LS   I +57  93,10.6,V,02 47 41.9,+58 05 55,137.81,-1.37,Simbad
41.9625,57.693056,7457,LS   I +57  94,11.7,V,02 47 51.0,+57 41 35,138.01,-1.73,Simbad
42.064167,65.421667,7456,LS   I +65  23,11.4,P,02 48 15.4,+65 25 18,134.69,5.25,Simbad
42.066667,59.024167,7458,LS   I +58  93,10.6,V,02 48 16.0,+59 01 27,137.48,-0.51,Simbad
42.083333,61.828889,18138,VES 763,12.3,V,02 48 20.0,+61 49 44,136.27,2.02,Simbad
42.110417,56.629167,7459,LS   I +56  68,12.5,V,02 48 26.5,+56 37 45,138.54,-2.65,Simbad
42.131667,58.273056,7460,LS   V +58  16,9.8,P,02 48 31.6,+58 16 23,137.83,-1.17,Simbad
42.185833,54.169444,7471,LS   V +53   3,7.9,V,02 48 44.6,+54 10 10,139.65,-4.85,Simbad
42.19125,56.466389,7468,LS   I +56  69,12.4,V,02 48 45.9,+56 27 59,138.65,-2.78,Simbad
42.205833,60.155556,7465,LS   I +59 150,10.2,V,02 48 49.4,+60 09 20,137.05,0.54,Simbad
42.21,63.283056,7461,LS   I +63 193,8.4,V,02 48 50.4,+63 16 59,135.68,3.36,Simbad
42.210833,59.419167,7466,LS   I +59 151,11.3,V,02 48 50.6,+59 25 09,137.37,-0.12,Simbad
42.2125,62.216944,7462,LS   I +62 227,10.4,P,02 48 51.0,+62 13 01,136.15,2.4,Simbad
42.212917,59.504444,7467,LS   I +59 152,12.0,V,02 48 51.1,+59 30 16,137.34,-0.04,Simbad
42.213333,57.612778,7469,LS   V +57  95,11.4,V,02 48 51.2,+57 36 46,138.16,-1.74,Simbad
42.214167,57.613056,7470,LS   I +57  95,11.8,P,02 48 51.4,+57 36 47,138.16,-1.74,Simbad
42.2275,62.723611,7463,LS   I +62 228,10.4,P,02 48 54.6,+62 43 25,135.94,2.86,Simbad
42.229167,61.892222,19254,Rubin & Losee 65,12.7,V,02 48 55.0,+61 53 32,136.3,2.11,Simbad
42.255417,64.285556,7464,LS   I +64  93,10.9,P,02 49 01.3,+64 17 08,135.26,4.27,Simbad
42.275833,60.560833,7472,LS   I +60 263,12.0,P,02 49 06.2,+60 33 39,136.9,0.92,Simbad
42.286667,58.013611,7473,LS   I +57  96,9.2,V,02 49 08.8,+58 00 49,138.02,-1.37,Simbad
42.286667,58.013611,7474,LS   V +57  96,9.7,P,02 49 08.8,+58 00 49,138.02,-1.37,Simbad
42.323333,17.464167,17936,HD 17543,5.3,V,02 49 17.6,+17 27 51,158.93,-37.04,Simbad
42.342917,58.445556,18460,GSC 3712-1870,13.0,V,02 49 22.3,+58 26 44,137.86,-0.97,Simbad
42.3725,59.082778,7475,LS   V +58  17,9.7,P,02 49 29.4,+59 04 58,137.59,-0.39,Simbad
42.374583,59.083889,7476,LS   I +58  94,11.6,V,02 49 29.9,+59 05 02,137.59,-0.39,Simbad
42.377917,57.084167,7478,LS   I +56  70,6.2,V,02 49 30.7,+57 05 03,138.47,-2.18,Simbad
42.377917,57.084167,7479,LS   V +56  70,7.2,P,02 49 30.7,+57 05 03,138.47,-2.18,Simbad
42.37875,58.08,7477,LS   I +57  97,12.4,V,02 49 30.9,+58 04 48,138.04,-1.29,Simbad
42.425417,53.926944,7482,LS   V +53   4,8.9,V,02 49 42.1,+53 55 37,139.89,-5.0,Simbad
42.49,59.699167,7483,LS   V +59  21,11.1,V,02 49 57.6,+59 41 57,137.38,0.19,Simbad
42.49125,59.700556,7484,LS   I +59 153,11.7,P,02 49 57.9,+59 42 02,137.38,0.2,Simbad
42.491667,64.630556,7480,LS   I +64  94,7.4,V,02 49 58.0,+64 37 50,135.2,4.62,Simbad
42.51875,58.695278,7486,LS   I +58  95,12.3,V,02 50 04.5,+58 41 43,137.83,-0.7,Simbad
42.55,72.914167,17188,HD 17179,7.9,V,02 50 12.0,+72 54 51,131.49,12.05,Simbad
42.55625,62.091111,7485,LS   I +61 313,9.9,V,02 50 13.5,+62 05 28,136.35,2.36,Simbad
42.5625,65.7275,7481,LS   I +65  24,10.4,P,02 50 15.0,+65 43 39,134.74,5.62,Simbad
42.577917,57.078333,7487,LS   I +56  71,10.7,V,02 50 18.7,+57 04 42,138.57,-2.14,Simbad
42.577917,57.077222,7488,LS   V +56  71,11.4,P,02 50 18.7,+57 04 38,138.57,-2.14,Simbad
42.640833,55.895278,7491,LS   I +55  39,11.3,V,02 50 33.8,+55 53 43,139.13,-3.18,Simbad
42.645,60.401667,7489,LS   I +60 264,9.4,V,02 50 34.8,+60 24 06,137.14,0.86,Simbad
42.646667,56.079722,7493,LS   I +55  40,12.1,V,02 50 35.2,+56 04 47,139.05,-3.02,Simbad
